retro_game_id,id,first,last,position,name
OAK201909030,483919,Mark,Ripperger,home,Mark Ripperger
OAK201909030,427366,Brian,O'Nora,first,Brian O'Nora
OAK201909030,428442,James,Hoye,second,James Hoye
OAK201909030,605673,Alex,Tosi,third,Alex Tosi
TBA201909030,427533,Mark,Wegner,home,Mark Wegner
TBA201909030,596809,Ryan,Additon,first,Ryan Additon
TBA201909030,544728,Nic,Lentz,second,Nic Lentz
TBA201909030,427156,Mike,Everitt,third,Mike Everitt
TBA201909031,483561,Lance,Barrett,home,Lance Barrett
TBA201909031,544728,Nic,Lentz,first,Nic Lentz
TBA201909031,427156,Mike,Everitt,second,Mike Everitt
TBA201909031,596809,Ryan,Additon,third,Ryan Additon
CLE201909030,503586,Tripp,Gibson,home,Tripp Gibson
CLE201909030,639723,Brennan,Miller,first,Brennan Miller
CLE201909030,482620,Chris,Conroy,second,Chris Conroy
CLE201909030,427053,Mark,Carlson,third,Mark Carlson
LAN201909030,483564,Dan,Bellino,home,Dan Bellino
LAN201909030,482663,David,Rackley,first,David Rackley
LAN201909030,427520,Larry,Vanover,second,Larry Vanover
LAN201909030,484499,Manny,Gonzalez,third,Manny Gonzalez
KCA201909030,577468,Roberto,Ortiz,home,Roberto Ortiz
KCA201909030,483912,Mike,Muchlinski,first,Mike Muchlinski
KCA201909030,427128,Rob,Drake,second,Rob Drake
KCA201909030,427509,Tim,Timmons,third,Tim Timmons
MIL201909030,489985,Chad,Whitson,home,Chad Whitson
MIL201909030,427139,Doug,Eddings,first,Doug Eddings
MIL201909030,427344,Bill,Miller,second,Bill Miller
MIL201909030,521251,Ben,May,third,Ben May
PIT201909030,596805,John,Libka,home,John Libka
PIT201909030,547380,Carlos,Torres,first,Carlos Torres
PIT201909030,427220,Angel,Hernandez,second,Angel Hernandez
PIT201909030,427361,Paul,Nauert,third,Paul Nauert
BOS201909030,482666,D.J.,Reyburn,home,D.J. Reyburn
BOS201909030,594151,Ramon,Jesus,first,Ramon De Jesus
BOS201909030,427090,Fieldin,Culbreth,second,Fieldin Culbreth
BOS201909030,427044,CB,Bucknor,third,CB Bucknor
WAS201909030,427424,Jim,Reynolds,home,Jim Reynolds
WAS201909030,503493,Sean,Barber,first,Sean Barber
WAS201909030,521889,Stu,Scheurwater,second,Stu Scheurwater
WAS201909030,484198,Alan,Porter,third,Alan Porter
CIN201909030,427243,Marvin,Hudson,home,Marvin Hudson
CIN201909030,524988,Tom,Woodring,first,Tom Woodring
CIN201909030,427058,Gary,Cederstrom,second,Gary Cederstrom
CIN201909030,511890,Quinn,Wolcott,third,Quinn Wolcott
ARI201909030,427095,Kerwin,Danley,home,Kerwin Danley
ARI201909030,483630,John,Tumpane,first,John Tumpane
ARI201909030,427013,Lance,Barksdale,second,Lance Barksdale
ARI201909030,427019,Ted,Barrett,third,Ted Barrett
CHN201909030,482631,Mike,Estabrook,home,Mike Estabrook
CHN201909030,427129,Bruce,Dreckman,first,Bruce Dreckman
CHN201909030,427144,Paul,Emmel,second,Paul Emmel
CHN201909030,503502,Ryan,Blakney,third,Ryan Blakney
SLN201909030,427113,Laz,Diaz,home,Laz Diaz
SLN201909030,596740,Jansen,Visconti,first,Jansen Visconti
SLN201909030,484183,Cory,Blaser,second,Cory Blaser
SLN201909030,427362,Jeff,Nelson,third,Jeff Nelson
NYA201909030,427081,Eric,Cooper,home,Eric Cooper
NYA201909030,504381,Will,Little,first,Will Little
NYA201909030,427538,Joe,West,second,Joe West
NYA201909030,503490,Chris,Segal,third,Chris Segal
ATL201909030,427537,Hunter,Wendelstedt,home,Hunter Wendelstedt
ATL201909030,483569,Vic,Carapazza,first,Vic Carapazza
ATL201909030,427248,Dan,Iassogna,second,Dan Iassogna
ATL201909030,490319,Jordan,Baker,third,Jordan Baker
