retro_game_id,id,first,last,position,name
DET201909160,577468,Roberto,Ortiz,home,Roberto Ortiz
DET201909160,427013,Lance,Barksdale,first,Lance Barksdale
DET201909160,503490,Chris,Segal,second,Chris Segal
DET201909160,427534,Bill,Welke,third,Bill Welke
MIN201909160,427156,Mike,Everitt,home,Mike Everitt
MIN201909160,483561,Lance,Barrett,first,Lance Barrett
MIN201909160,427197,Chris,Guccione,second,Chris Guccione
MIN201909160,596740,Jansen,Visconti,third,Jansen Visconti
CHN201909160,427362,Jeff,Nelson,home,Jeff Nelson
CHN201909160,427113,Laz,Diaz,first,Laz Diaz
CHN201909160,427413,Tony,Randazzo,second,Tony Randazzo
CHN201909160,484183,Cory,Blaser,third,Cory Blaser
OAK201909160,427044,CB,Bucknor,home,CB Bucknor
OAK201909160,596809,Ryan,Additon,first,Ryan Additon
OAK201909160,482666,D.J.,Reyburn,second,D.J. Reyburn
OAK201909160,427184,Greg,Gibson,third,Greg Gibson
ARI201909160,427103,Gerry,Davis,home,Gerry Davis
ARI201909160,521051,Nick,Mahrley,first,Nick Mahrley
ARI201909160,427286,Brian,Knight,second,Brian Knight
ARI201909160,573596,Pat,Hoberg,third,Pat Hoberg
COL201909160,503502,Ryan,Blakney,home,Ryan Blakney
COL201909160,431232,Chad,Fairchild,first,Chad Fairchild
COL201909160,427095,Kerwin,Danley,second,Kerwin Danley
COL201909160,482631,Mike,Estabrook,third,Mike Estabrook
MIL201909160,427339,Jerry,Meals,home,Jerry Meals
MIL201909160,427292,Ron,Kulpa,first,Ron Kulpa
MIL201909160,524988,Tom,Woodring,second,Tom Woodring
MIL201909160,427129,Bruce,Dreckman,third,Bruce Dreckman
SLN201909160,427235,Sam,Holbrook,home,Sam Holbrook
SLN201909160,427554,Jim,Wolf,first,Jim Wolf
SLN201909160,483630,John,Tumpane,second,John Tumpane
SLN201909160,484499,Manny,Gonzalez,third,Manny Gonzalez
