retro_game_id,id,first,last,position,name
NYN201909100,427139,Doug,Eddings,home,Doug Eddings
NYN201909100,427339,Jerry,Meals,first,Jerry Meals
NYN201909100,427292,Ron,Kulpa,second,Ron Kulpa
NYN201909100,573597,Gabe,Morales,third,Gabe Morales
PHI201909100,427013,Lance,Barksdale,home,Lance Barksdale
PHI201909100,427019,Ted,Barrett,first,Ted Barrett
PHI201909100,577468,Roberto,Ortiz,second,Roberto Ortiz
PHI201909100,483630,John,Tumpane,third,John Tumpane
TOR201909100,521889,Stu,Scheurwater,home,Stu Scheurwater
TOR201909100,484198,Alan,Porter,first,Alan Porter
TOR201909100,503490,Chris,Segal,second,Chris Segal
TOR201909100,427362,Jeff,Nelson,third,Jeff Nelson
SDN201909100,427044,CB,Bucknor,home,CB Bucknor
SDN201909100,482666,D.J.,Reyburn,first,D.J. Reyburn
SDN201909100,594151,Ramon,Jesus,second,Ramon De Jesus
SDN201909100,427090,Fieldin,Culbreth,third,Fieldin Culbreth
SEA201909100,427361,Paul,Nauert,home,Paul Nauert
SEA201909100,596805,John,Libka,first,John Libka
SEA201909100,427224,Ed,Hickox,second,Ed Hickox
SEA201909100,547380,Carlos,Torres,third,Carlos Torres
ANA201909100,427534,Bill,Welke,home,Bill Welke
ANA201909100,524988,Tom,Woodring,first,Tom Woodring
ANA201909100,483561,Lance,Barrett,second,Lance Barrett
ANA201909100,427197,Chris,Guccione,third,Chris Guccione
CHA201909100,427315,Alfonso,Marquez,home,Alfonso Marquez
CHA201909100,483564,Dan,Bellino,first,Dan Bellino
CHA201909100,605672,Jeremie,Rehak,second,Jeremie Rehak
CHA201909100,482663,David,Rackley,third,David Rackley
BAL201909100,596809,Ryan,Additon,home,Ryan Additon
BAL201909100,484499,Manny,Gonzalez,first,Manny Gonzalez
BAL201909100,427235,Sam,Holbrook,second,Sam Holbrook
BAL201909100,427554,Jim,Wolf,third,Jim Wolf
MIA201909100,427095,Kerwin,Danley,home,Kerwin Danley
MIA201909100,503586,Tripp,Gibson,first,Tripp Gibson
MIA201909100,575629,Shane,Livensparger,second,Shane Livensparger
MIA201909100,427053,Mark,Carlson,third,Mark Carlson
DET201909100,483569,Vic,Carapazza,home,Vic Carapazza
DET201909100,427248,Dan,Iassogna,first,Dan Iassogna
DET201909100,521051,Nick,Mahrley,second,Nick Mahrley
DET201909100,427537,Hunter,Wendelstedt,third,Hunter Wendelstedt
HOU201909100,482620,Chris,Conroy,home,Chris Conroy
HOU201909100,427243,Marvin,Hudson,first,Marvin Hudson
HOU201909100,484183,Cory,Blaser,second,Cory Blaser
HOU201909100,482641,Adrian,Johnson,third,Adrian Johnson
SFN201909100,427144,Paul,Emmel,home,Paul Emmel
SFN201909100,503502,Ryan,Blakney,first,Ryan Blakney
SFN201909100,482631,Mike,Estabrook,second,Mike Estabrook
SFN201909100,431232,Chad,Fairchild,third,Chad Fairchild
COL201909100,427286,Brian,Knight,home,Brian Knight
COL201909100,573596,Pat,Hoberg,first,Pat Hoberg
COL201909100,427103,Gerry,Davis,second,Gerry Davis
COL201909100,427184,Greg,Gibson,third,Greg Gibson
TEX201909100,427509,Tim,Timmons,home,Tim Timmons
TEX201909100,427413,Tony,Randazzo,first,Tony Randazzo
TEX201909100,483912,Mike,Muchlinski,second,Mike Muchlinski
TEX201909100,427128,Rob,Drake,third,Rob Drake
MIN201909100,429805,Todd,Tichenor,home,Todd Tichenor
MIN201909100,427093,Phil,Cuzzi,first,Phil Cuzzi
MIN201909100,503077,Adam,Hamari,second,Adam Hamari
MIN201909100,427206,Tom,Hallion,third,Tom Hallion
