retro_game_id,id,first,last,position,name
KCA201909010,484183,Cory,Blaser,home,Cory Blaser
KCA201909010,427413,Tony,Randazzo,first,Tony Randazzo
KCA201909010,427362,Jeff,Nelson,second,Jeff Nelson
KCA201909010,427113,Laz,Diaz,third,Laz Diaz
ANA201909010,605672,Jeremie,Rehak,home,Jeremie Rehak
ANA201909010,427520,Larry,Vanover,first,Larry Vanover
ANA201909010,483564,Dan,Bellino,second,Dan Bellino
ANA201909010,482663,David,Rackley,third,David Rackley
ATL201909010,427184,Greg,Gibson,home,Greg Gibson
ATL201909010,490319,Jordan,Baker,first,Jordan Baker
ATL201909010,427286,Brian,Knight,second,Brian Knight
ATL201909010,573596,Pat,Hoberg,third,Pat Hoberg
SLN201909010,427139,Doug,Eddings,home,Doug Eddings
SLN201909010,482620,Chris,Conroy,first,Chris Conroy
SLN201909010,489985,Chad,Whitson,second,Chad Whitson
SLN201909010,482641,Adrian,Johnson,third,Adrian Johnson
SLN201909011,427344,Bill,Miller,home,Bill Miller
SLN201909011,489985,Chad,Whitson,first,Chad Whitson
SLN201909011,482641,Adrian,Johnson,second,Adrian Johnson
SLN201909011,482620,Chris,Conroy,third,Chris Conroy
TBA201909010,427248,Dan,Iassogna,home,Dan Iassogna
TBA201909010,524988,Tom,Woodring,first,Tom Woodring
TBA201909010,427537,Hunter,Wendelstedt,second,Hunter Wendelstedt
TBA201909010,483569,Vic,Carapazza,third,Vic Carapazza
TOR201909010,427144,Paul,Emmel,home,Paul Emmel
TOR201909010,503502,Ryan,Blakney,first,Ryan Blakney
TOR201909010,482631,Mike,Estabrook,second,Mike Estabrook
TOR201909010,427129,Bruce,Dreckman,third,Bruce Dreckman
ARI201909010,605673,Alex,Tosi,home,Alex Tosi
ARI201909010,483919,Mark,Ripperger,first,Mark Ripperger
ARI201909010,427366,Brian,O'Nora,second,Brian O'Nora
ARI201909010,428442,James,Hoye,third,James Hoye
WAS201909010,431232,Chad,Fairchild,home,Chad Fairchild
WAS201909010,427156,Mike,Everitt,first,Mike Everitt
WAS201909010,483561,Lance,Barrett,second,Lance Barrett
WAS201909010,544728,Nic,Lentz,third,Nic Lentz
CHN201909010,427509,Tim,Timmons,home,Tim Timmons
CHN201909010,577468,Roberto,Ortiz,first,Roberto Ortiz
CHN201909010,483912,Mike,Muchlinski,second,Mike Muchlinski
CHN201909010,427128,Rob,Drake,third,Rob Drake
DET201909010,427220,Angel,Hernandez,home,Angel Hernandez
DET201909010,427315,Alfonso,Marquez,first,Alfonso Marquez
DET201909010,596805,John,Libka,second,John Libka
DET201909010,547380,Carlos,Torres,third,Carlos Torres
PHI201909010,427538,Joe,West,home,Joe West
PHI201909010,503586,Tripp,Gibson,first,Tripp Gibson
PHI201909010,427081,Eric,Cooper,second,Eric Cooper
PHI201909010,504381,Will,Little,third,Will Little
NYA201909010,521889,Stu,Scheurwater,home,Stu Scheurwater
NYA201909010,484198,Alan,Porter,first,Alan Porter
NYA201909010,427424,Jim,Reynolds,second,Jim Reynolds
NYA201909010,503493,Sean,Barber,third,Sean Barber
COL201909010,427206,Tom,Hallion,home,Tom Hallion
COL201909010,429805,Todd,Tichenor,first,Todd Tichenor
COL201909010,521251,Ben,May,second,Ben May
COL201909010,503077,Adam,Hamari,third,Adam Hamari
SFN201909010,427554,Jim,Wolf,home,Jim Wolf
SFN201909010,594151,Ramon,Jesus,first,Ramon De Jesus
SFN201909010,484499,Manny,Gonzalez,second,Manny Gonzalez
SFN201909010,427235,Sam,Holbrook,third,Sam Holbrook
TEX201909010,427339,Jerry,Meals,home,Jerry Meals
TEX201909010,573597,Gabe,Morales,first,Gabe Morales
TEX201909010,427093,Phil,Cuzzi,second,Phil Cuzzi
TEX201909010,596740,Jansen,Visconti,third,Jansen Visconti
