retro_game_id,year,month,day,st_fl,regseason_fl,playoff_fl,game_type,game_type_des,local_game_time,game_id,home_team_id,away_team_id,home_team_lg,away_team_lg,interleague_fl,park_id,park_name,inning_number,home_id,park_location,b,s,o,des,event,player_mlbid,player_first_name,player_last_name,player_box_name,pitch,event_num,home_team_runs,away_team_runs
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,2,0,"Oakland, CA",2,0,2,Andrelton Simmons steals (10) 2nd base.,Stolen Base 2B,592743,Andrelton,Simmons,Simmons,2,30,0,2
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,3,1,"Oakland, CA",0,0,2,Mound Visit.,Game Advisory,501981,Khris,Davis,"Davis, K",1,33,5,2
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,5,0,"Oakland, CA",0,0,2,Mound Visit.,Game Advisory,405395,Albert,Pujols,Pujols,1,30,5,4
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,5,1,"Oakland, CA",0,0,0,Pitching Change: Adalberto Mejia replaces Jaime Barria.,Pitching Substitution,606167,Adalberto,Mejia,Mejía,1,39,5,4
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,0,"Oakland, CA",0,0,0,Pitching Change: Blake Treinen replaces Mike Fiers.,Pitching Substitution,595014,Blake,Treinen,Treinen,1,1,5,4
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,0,"Oakland, CA",0,0,1,Mound Visit.,Game Advisory,650859,Luis,Rengifo,Rengifo,1,23,5,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,0,"Oakland, CA",0,0,1,Offensive Substitution: Pinch-hitter Brian Goodwin replaces Max Stassi.,Offensive Substitution,571718,Brian,Goodwin,Goodwin,1,36,5,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,0,"Oakland, CA",0,0,1,Mound Visit.,Game Advisory,571718,Brian,Goodwin,Goodwin,1,37,5,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,0,"Oakland, CA",0,0,1,Pitching Change: Ryan Buchter replaces Blake Treinen.,Pitching Substitution,488748,Ryan,Buchter,Buchter,1,38,5,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,0,"Oakland, CA",0,0,2,Mound Visit.,Game Advisory,664058,David,Fletcher,Fletcher,1,46,5,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,0,"Oakland, CA",0,0,2,Pitching Change: Yusmeiro Petit replaces Ryan Buchter.,Pitching Substitution,433589,Yusmeiro,Petit,Petit,1,47,5,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,1,"Oakland, CA",0,0,0,"Defensive Substitution: Anthony Bemboom replaces  Brian Goodwin, batting 9th, playing catcher.",Defensive Sub,621532,Anthony,Bemboom,Bemboom,1,55,5,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,1,"Oakland, CA",0,0,0,Pitching Change: Noe Ramirez replaces Adalberto Mejia.,Pitching Substitution,598287,Noe,Ramirez,"Ramirez, N",1,56,5,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,6,1,"Oakland, CA",0,0,0,Injury Delay.,Game Advisory,664913,Seth,Brown,Brown,1,59,5,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,7,0,"Oakland, CA",3,2,1,"Umpire reviewed (record keeping), call on the field was upheld: Ball.",Pitch Challenge,433589,Yusmeiro,Petit,Petit,8,9,7,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,7,1,"Oakland, CA",0,0,0,Pitching Change: Keynan Middleton replaces Noe Ramirez.,Pitching Substitution,641871,Keynan,Middleton,Middleton,1,26,7,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,8,0,"Oakland, CA",0,0,0,Pitching Change: Joakim Soria replaces Yusmeiro Petit.,Pitching Substitution,465657,Joakim,Soria,Soria,1,1,7,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,8,1,"Oakland, CA",0,0,0,Pitching Change: Luis Garcia replaces Keynan Middleton.,Pitching Substitution,472610,Luis,Garcia,"García, L",1,20,7,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,9,0,"Oakland, CA",0,0,0,Pitching Change: Liam Hendriks replaces Joakim Soria.,Pitching Substitution,521230,Liam,Hendriks,Hendriks,1,1,7,5
OAK201909030,2019,9,3,F,T,F,R,Regular Season,19:07,566153,oak,ana,AL,AL,F,10,Oakland Coliseum,9,0,"Oakland, CA",0,0,1,Offensive Substitution: Pinch-hitter Justin Bour replaces Anthony Bemboom.,Offensive Substitution,571506,Justin,Bour,Bour,1,7,7,5
TBA201909030,2019,9,3,F,T,F,R,Regular Season,15:10,566733,tba,bal,AL,AL,F,12,Tropicana Field,5,0,"St. Petersburg, FL",0,0,1,Mound Visit.,Game Advisory,547004,Rio,Ruiz,"Ruiz, R",1,14,2,0
TBA201909030,2019,9,3,F,T,F,R,Regular Season,15:10,566733,tba,bal,AL,AL,F,12,Tropicana Field,6,0,"St. Petersburg, FL",0,0,0,Pitching Change: Oliver Drake replaces Trevor Richards.,Pitching Substitution,543118,Oliver,Drake,Drake,1,1,2,2
TBA201909030,2019,9,3,F,T,F,R,Regular Season,15:10,566733,tba,bal,AL,AL,F,12,Tropicana Field,6,1,"St. Petersburg, FL",0,0,0,Pitching Change: Shawn Armstrong replaces Ty Blach.,Pitching Substitution,542888,Shawn,Armstrong,Armstrong,1,29,2,3
TBA201909030,2019,9,3,F,T,F,R,Regular Season,15:10,566733,tba,bal,AL,AL,F,12,Tropicana Field,6,1,"St. Petersburg, FL",0,0,2,Offensive Substitution: Pinch-hitter Ji-Man Choi replaces Jesus Aguilar.,Offensive Substitution,596847,Ji-Man,Choi,Choi,1,38,2,3
TBA201909030,2019,9,3,F,T,F,R,Regular Season,15:10,566733,tba,bal,AL,AL,F,12,Tropicana Field,6,1,"St. Petersburg, FL",0,0,2,Mound Visit.,Game Advisory,596847,Ji-Man,Choi,Choi,1,39,2,3
