retro_game_id,id,first,last,position,name
TBA201909020,427156,Mike,Everitt,home,Mike Everitt
TBA201909020,427533,Mark,Wegner,first,Mark Wegner
TBA201909020,483561,Lance,Barrett,second,Lance Barrett
TBA201909020,544728,Nic,Lentz,third,Nic Lentz
CLE201909020,427053,Mark,Carlson,home,Mark Carlson
CLE201909020,503586,Tripp,Gibson,first,Tripp Gibson
CLE201909020,639723,Brennan,Miller,second,Brennan Miller
CLE201909020,482620,Chris,Conroy,third,Chris Conroy
LAN201909020,427520,Larry,Vanover,home,Larry Vanover
LAN201909020,483564,Dan,Bellino,first,Dan Bellino
LAN201909020,484499,Manny,Gonzalez,second,Manny Gonzalez
LAN201909020,482663,David,Rackley,third,David Rackley
MIL201909020,521251,Ben,May,home,Ben May
MIL201909020,489985,Chad,Whitson,first,Chad Whitson
MIL201909020,427139,Doug,Eddings,second,Doug Eddings
MIL201909020,427344,Bill,Miller,third,Bill Miller
DET201909020,427361,Paul,Nauert,home,Paul Nauert
DET201909020,596805,John,Libka,first,John Libka
DET201909020,547380,Carlos,Torres,second,Carlos Torres
DET201909020,427220,Angel,Hernandez,third,Angel Hernandez
WAS201909020,484198,Alan,Porter,home,Alan Porter
WAS201909020,427424,Jim,Reynolds,first,Jim Reynolds
WAS201909020,503493,Sean,Barber,second,Sean Barber
WAS201909020,521889,Stu,Scheurwater,third,Stu Scheurwater
CIN201909020,511890,Quinn,Wolcott,home,Quinn Wolcott
CIN201909020,427243,Marvin,Hudson,first,Marvin Hudson
CIN201909020,524988,Tom,Woodring,second,Tom Woodring
CIN201909020,427058,Gary,Cederstrom,third,Gary Cederstrom
ARI201909020,427019,Ted,Barrett,home,Ted Barrett
ARI201909020,427095,Kerwin,Danley,first,Kerwin Danley
ARI201909020,483630,John,Tumpane,second,John Tumpane
ARI201909020,427013,Lance,Barksdale,third,Lance Barksdale
CHN201909020,503502,Ryan,Blakney,home,Ryan Blakney
CHN201909020,482631,Mike,Estabrook,first,Mike Estabrook
CHN201909020,427129,Bruce,Dreckman,second,Bruce Dreckman
CHN201909020,427144,Paul,Emmel,third,Paul Emmel
SLN201909020,427362,Jeff,Nelson,home,Jeff Nelson
SLN201909020,427113,Laz,Diaz,first,Laz Diaz
SLN201909020,596740,Jansen,Visconti,second,Jansen Visconti
SLN201909020,484183,Cory,Blaser,third,Cory Blaser
NYA201909020,503490,Chris,Segal,home,Chris Segal
NYA201909020,427081,Eric,Cooper,first,Eric Cooper
NYA201909020,504381,Will,Little,second,Will Little
NYA201909020,427538,Joe,West,third,Joe West
ATL201909020,490319,Jordan,Baker,home,Jordan Baker
ATL201909020,427537,Hunter,Wendelstedt,first,Hunter Wendelstedt
ATL201909020,483569,Vic,Carapazza,second,Vic Carapazza
ATL201909020,427248,Dan,Iassogna,third,Dan Iassogna
