retro_game_id,id,first,last,position,num,team_id,team_name
TBA201909020,492493,Brandon,Hyde,manager,18,BAL,Baltimore Orioles
TBA201909020,408201,Howie,Clark,assistant_hitting_coach,88,BAL,Baltimore Orioles
TBA201909020,492479,Tim,Cossins,field_coordinator,34,BAL,Baltimore Orioles
TBA201909020,115825,Jose,Hernandez,major_league_coach,27,BAL,Baltimore Orioles
TBA201909020,534229,Don,Long,hitting_coach,30,BAL,Baltimore Orioles
TBA201909020,111492,Doug,Brocail,pitching_coach,26,BAL,Baltimore Orioles
TBA201909020,492469,Arnie,Beyeler,first_base_coach,13,BAL,Baltimore Orioles
TBA201909020,443110,Jose David,Flores,third_base_coach,11,BAL,Baltimore Orioles
TBA201909020,123955,John,Wasdin,bullpen_coach,47,BAL,Baltimore Orioles
TBA201909020,458031,Dustin,Hughes,bullpen_catcher,86,BAL,Baltimore Orioles
TBA201909020,408211,Kevin,Cash,manager,16,TB,Tampa Bay Rays
TBA201909020,493032,Matt,Quatraro,bench_coach,33,TB,Tampa Bay Rays
TBA201909020,119456,Chad,Mottola,hitting_coach,51,TB,Tampa Bay Rays
TBA201909020,216897,Kyle,Snyder,pitching_coach,23,TB,Tampa Bay Rays
TBA201909020,123350,Ozzie,Timmons,first_base_coach,30,TB,Tampa Bay Rays
TBA201909020,494883,Rodney,Linares,third_base_coach,27,TB,Tampa Bay Rays
TBA201909020,494748,Stan,Boroski,bullpen_coach,41,TB,Tampa Bay Rays
TBA201909020,521309,Mayo,Acosta,bullpen_catcher,98,TB,Tampa Bay Rays
TBA201909020,470373,Misha,Dworken,bullpen_catcher,99,TB,Tampa Bay Rays
TBA201909020,684070,Jonathan,Erlichman,coach,97,TB,Tampa Bay Rays
TBA201909020,503360,Craig,Albernaz,field_coordinator,Unknown,TB,Tampa Bay Rays
TBA201909020,442470,Michael,Johns,field_coordinator,Unknown,TB,Tampa Bay Rays
TBA201909020,123412,Hector,Torres,infield_coordinator,Unknown,TB,Tampa Bay Rays
TBA201909020,517019,Tomas,Francisco,catching_coach,Unknown,TB,Tampa Bay Rays
TBA201909020,150137,Paul,Hoover,field_coordinator,25,TB,Tampa Bay Rays
CLE201909020,121075,Rick,Renteria,manager,36,CWS,Chicago White Sox
CLE201909020,136607,Joe,McEwing,bench_coach,47,CWS,Chicago White Sox
CLE201909020,122771,Todd,Steverson,hitting_coach,31,CWS,Chicago White Sox
CLE201909020,533331,Greg,Sparks,assistant_hitting_coach,26,CWS,Chicago White Sox
CLE201909020,112653,Don,Cooper,pitching_coach,99,CWS,Chicago White Sox
