retro_game_id,year,month,day,st_fl,regseason_fl,playoff_fl,game_type,game_type_des,local_game_time,game_id,home_team_id,away_team_id,home_team_lg,away_team_lg,interleague_fl,park_id,park_name,inning_number,home_id,park_location,b,s,o,des,event,player_mlbid,player_first_name,player_last_name,player_box_name,pitch,event_num,home_team_runs,away_team_runs
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,5,1,"Detroit, MI",1,1,0,Injury Delay.,Game Advisory,641513,Travis,Demeritte,Demeritte,2,23,2,0
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,6,0,"Detroit, MI",0,0,2,Mound Visit.,Game Advisory,600524,Renato,Nunez,"Núñez, R",1,26,4,1
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,6,1,"Detroit, MI",0,0,1,Mound Visit.,Game Advisory,641525,Brandon,Dixon,Dixon,1,41,4,1
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,6,1,"Detroit, MI",0,0,2,Mound Visit.,Game Advisory,641513,Travis,Demeritte,Demeritte,1,49,5,1
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,6,1,"Detroit, MI",0,0,2,Pitching Change: Branden Kline replaces John Means.,Pitching Substitution,571858,Branden,Kline,Kline,1,50,5,1
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,7,0,"Detroit, MI",0,0,0,Pitching Change: Jose Cisnero replaces Tyler Alexander.,Pitching Substitution,542585,Jose,Cisnero,Cisnero,1,1,5,1
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,7,0,"Detroit, MI",0,0,2,Offensive Substitution: Pinch-hitter Rio Ruiz replaces Richie Martin.,Offensive Substitution,547004,Rio,Ruiz,"Ruiz, R",1,20,5,2
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,7,1,"Detroit, MI",0,0,0,Defensive switch from third base to second base for Hanser Alberto.,Defensive Switch,593643,Hanser,Alberto,Alberto,1,31,5,2
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,7,1,"Detroit, MI",0,0,0,Defensive switch from second base to shortstop for Jonathan Villar.,Defensive Switch,542340,Jonathan,Villar,Villar,1,32,5,2
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,7,1,"Detroit, MI",0,0,0,Rio Ruiz remains in the game as the third baseman.,Defensive Switch,547004,Rio,Ruiz,"Ruiz, R",1,33,5,2
