retro_game_id,id,first,last,position,name
CHA201909070,596805,John,Libka,home,John Libka
CHA201909070,547380,Carlos,Torres,first,Carlos Torres
CHA201909070,427220,Angel,Hernandez,second,Angel Hernandez
CHA201909070,427361,Paul,Nauert,third,Paul Nauert
CIN201909070,503586,Tripp,Gibson,home,Tripp Gibson
CIN201909070,575629,Shane,Livensparger,first,Shane Livensparger
CIN201909070,482620,Chris,Conroy,second,Chris Conroy
CIN201909070,427533,Mark,Wegner,third,Mark Wegner
MIL201909070,490319,Jordan,Baker,home,Jordan Baker
MIL201909070,504381,Will,Little,first,Will Little
MIL201909070,483569,Vic,Carapazza,second,Vic Carapazza
MIL201909070,427081,Eric,Cooper,third,Eric Cooper
MIN201909070,427113,Laz,Diaz,home,Laz Diaz
MIN201909070,596740,Jansen,Visconti,first,Jansen Visconti
MIN201909070,484183,Cory,Blaser,second,Cory Blaser
MIN201909070,427362,Jeff,Nelson,third,Jeff Nelson
SDN201909070,483919,Mark,Ripperger,home,Mark Ripperger
SDN201909070,427366,Brian,O'Nora,first,Brian O'Nora
SDN201909070,428442,James,Hoye,second,James Hoye
SDN201909070,605673,Alex,Tosi,third,Alex Tosi
OAK201909070,483564,Dan,Bellino,home,Dan Bellino
OAK201909070,482663,David,Rackley,first,David Rackley
OAK201909070,605672,Jeremie,Rehak,second,Jeremie Rehak
OAK201909070,427520,Larry,Vanover,third,Larry Vanover
MIA201909070,427243,Marvin,Hudson,home,Marvin Hudson
MIA201909070,524988,Tom,Woodring,first,Tom Woodring
MIA201909070,427058,Gary,Cederstrom,second,Gary Cederstrom
MIA201909070,511890,Quinn,Wolcott,third,Quinn Wolcott
BOS201909070,427292,Ron,Kulpa,home,Ron Kulpa
BOS201909070,483912,Mike,Muchlinski,first,Mike Muchlinski
BOS201909070,427128,Rob,Drake,second,Rob Drake
BOS201909070,427509,Tim,Timmons,third,Tim Timmons
NYN201909070,482666,D.J.,Reyburn,home,D.J. Reyburn
NYN201909070,594151,Ramon,Jesus,first,Ramon De Jesus
NYN201909070,427090,Fieldin,Culbreth,second,Fieldin Culbreth
NYN201909070,427044,CB,Bucknor,third,CB Bucknor
HOU201909070,521051,Nick,Mahrley,home,Nick Mahrley
HOU201909070,427537,Hunter,Wendelstedt,first,Hunter Wendelstedt
HOU201909070,427538,Joe,West,second,Joe West
HOU201909070,427248,Dan,Iassogna,third,Dan Iassogna
LAN201909070,427413,Tony,Randazzo,home,Tony Randazzo
LAN201909070,483561,Lance,Barrett,first,Lance Barrett
LAN201909070,427197,Chris,Guccione,second,Chris Guccione
LAN201909070,427534,Bill,Welke,third,Bill Welke
PIT201909070,427019,Ted,Barrett,home,Ted Barrett
PIT201909070,577468,Roberto,Ortiz,first,Roberto Ortiz
PIT201909070,483630,John,Tumpane,second,John Tumpane
PIT201909070,427013,Lance,Barksdale,third,Lance Barksdale
BAL201909070,427424,Jim,Reynolds,home,Jim Reynolds
BAL201909070,503493,Sean,Barber,first,Sean Barber
BAL201909070,521889,Stu,Scheurwater,second,Stu Scheurwater
BAL201909070,484198,Alan,Porter,third,Alan Porter
TBA201909070,521251,Ben,May,home,Ben May
TBA201909070,489985,Chad,Whitson,first,Chad Whitson
TBA201909070,427139,Doug,Eddings,second,Doug Eddings
TBA201909070,427344,Bill,Miller,third,Bill Miller
ATL201909070,503502,Ryan,Blakney,home,Ryan Blakney
ATL201909070,482631,Mike,Estabrook,first,Mike Estabrook
ATL201909070,427129,Bruce,Dreckman,second,Bruce Dreckman
ATL201909070,427144,Paul,Emmel,third,Paul Emmel
