retro_game_id,id,first,last,position,name
WAS201909130,427128,Rob,Drake,home,Rob Drake
WAS201909130,427509,Tim,Timmons,first,Tim Timmons
WAS201909130,427534,Bill,Welke,second,Bill Welke
WAS201909130,483912,Mike,Muchlinski,third,Mike Muchlinski
DET201909130,427013,Lance,Barksdale,home,Lance Barksdale
DET201909130,427019,Ted,Barrett,first,Ted Barrett
DET201909130,503490,Chris,Segal,second,Chris Segal
DET201909130,577468,Roberto,Ortiz,third,Roberto Ortiz
SEA201909130,511890,Quinn,Wolcott,home,Quinn Wolcott
SEA201909130,482641,Adrian,Johnson,first,Adrian Johnson
SEA201909130,605673,Alex,Tosi,second,Alex Tosi
SEA201909130,427243,Marvin,Hudson,third,Marvin Hudson
ARI201909130,431232,Chad,Fairchild,home,Chad Fairchild
ARI201909130,482631,Mike,Estabrook,first,Mike Estabrook
ARI201909130,427184,Greg,Gibson,second,Greg Gibson
ARI201909130,503502,Ryan,Blakney,third,Ryan Blakney
KCA201909130,483561,Lance,Barrett,home,Lance Barrett
KCA201909130,427197,Chris,Guccione,first,Chris Guccione
KCA201909130,596740,Jansen,Visconti,second,Jansen Visconti
KCA201909130,427156,Mike,Everitt,third,Mike Everitt
NYN201909130,427537,Hunter,Wendelstedt,home,Hunter Wendelstedt
NYN201909130,521251,Ben,May,first,Ben May
NYN201909130,483569,Vic,Carapazza,second,Vic Carapazza
NYN201909130,427248,Dan,Iassogna,third,Dan Iassogna
SFN201909130,427090,Fieldin,Culbreth,home,Fieldin Culbreth
SFN201909130,427044,CB,Bucknor,first,CB Bucknor
SFN201909130,482666,D.J.,Reyburn,second,D.J. Reyburn
SFN201909130,594151,Ramon,Jesus,third,Ramon De Jesus
SLN201909130,427206,Tom,Hallion,home,Tom Hallion
SLN201909130,429805,Todd,Tichenor,first,Todd Tichenor
SLN201909130,427093,Phil,Cuzzi,second,Phil Cuzzi
SLN201909130,503077,Adam,Hamari,third,Adam Hamari
TOR201909130,427554,Jim,Wolf,home,Jim Wolf
TOR201909130,596809,Ryan,Additon,first,Ryan Additon
TOR201909130,484499,Manny,Gonzalez,second,Manny Gonzalez
TOR201909130,427235,Sam,Holbrook,third,Sam Holbrook
TEX201909130,427053,Mark,Carlson,home,Mark Carlson
TEX201909130,490319,Jordan,Baker,first,Jordan Baker
TEX201909130,503586,Tripp,Gibson,second,Tripp Gibson
TEX201909130,575629,Shane,Livensparger,third,Shane Livensparger
CHN201909130,482663,David,Rackley,home,David Rackley
CHN201909130,427315,Alfonso,Marquez,first,Alfonso Marquez
CHN201909130,483564,Dan,Bellino,second,Dan Bellino
CHN201909130,605672,Jeremie,Rehak,third,Jeremie Rehak
COL201909130,547380,Carlos,Torres,home,Carlos Torres
COL201909130,427361,Paul,Nauert,first,Paul Nauert
COL201909130,596805,John,Libka,second,John Libka
COL201909130,427224,Ed,Hickox,third,Ed Hickox
ANA201909130,427286,Brian,Knight,home,Brian Knight
ANA201909130,427095,Kerwin,Danley,first,Kerwin Danley
ANA201909130,573596,Pat,Hoberg,second,Pat Hoberg
ANA201909130,427103,Gerry,Davis,third,Gerry Davis
