retro_game_id,id,first,last,position,name
CHA201909080,547380,Carlos,Torres,home,Carlos Torres
CHA201909080,427220,Angel,Hernandez,first,Angel Hernandez
CHA201909080,427361,Paul,Nauert,second,Paul Nauert
CHA201909080,596805,John,Libka,third,John Libka
CIN201909080,575629,Shane,Livensparger,home,Shane Livensparger
CIN201909080,482620,Chris,Conroy,first,Chris Conroy
CIN201909080,427533,Mark,Wegner,second,Mark Wegner
CIN201909080,503586,Tripp,Gibson,third,Tripp Gibson
MIL201909080,504381,Will,Little,home,Will Little
MIL201909080,483569,Vic,Carapazza,first,Vic Carapazza
MIL201909080,427081,Eric,Cooper,second,Eric Cooper
MIL201909080,490319,Jordan,Baker,third,Jordan Baker
MIN201909080,596740,Jansen,Visconti,home,Jansen Visconti
MIN201909080,484183,Cory,Blaser,first,Cory Blaser
MIN201909080,427362,Jeff,Nelson,second,Jeff Nelson
MIN201909080,427113,Laz,Diaz,third,Laz Diaz
SDN201909080,427366,Brian,O'Nora,home,Brian O'Nora
SDN201909080,428442,James,Hoye,first,James Hoye
SDN201909080,605673,Alex,Tosi,second,Alex Tosi
SDN201909080,483919,Mark,Ripperger,third,Mark Ripperger
OAK201909080,482663,David,Rackley,home,David Rackley
OAK201909080,605672,Jeremie,Rehak,first,Jeremie Rehak
OAK201909080,427520,Larry,Vanover,second,Larry Vanover
OAK201909080,483564,Dan,Bellino,third,Dan Bellino
MIA201909080,524988,Tom,Woodring,home,Tom Woodring
MIA201909080,427058,Gary,Cederstrom,first,Gary Cederstrom
MIA201909080,511890,Quinn,Wolcott,second,Quinn Wolcott
MIA201909080,427243,Marvin,Hudson,third,Marvin Hudson
BOS201909080,483912,Mike,Muchlinski,home,Mike Muchlinski
BOS201909080,427128,Rob,Drake,first,Rob Drake
BOS201909080,427509,Tim,Timmons,second,Tim Timmons
BOS201909080,427292,Ron,Kulpa,third,Ron Kulpa
NYN201909080,594151,Ramon,Jesus,home,Ramon De Jesus
NYN201909080,427090,Fieldin,Culbreth,first,Fieldin Culbreth
NYN201909080,427044,CB,Bucknor,second,CB Bucknor
NYN201909080,482666,D.J.,Reyburn,third,D.J. Reyburn
HOU201909080,427537,Hunter,Wendelstedt,home,Hunter Wendelstedt
HOU201909080,427538,Joe,West,first,Joe West
HOU201909080,427248,Dan,Iassogna,second,Dan Iassogna
HOU201909080,521051,Nick,Mahrley,third,Nick Mahrley
LAN201909080,483561,Lance,Barrett,home,Lance Barrett
LAN201909080,427197,Chris,Guccione,first,Chris Guccione
LAN201909080,427534,Bill,Welke,second,Bill Welke
LAN201909080,427413,Tony,Randazzo,third,Tony Randazzo
PIT201909080,577468,Roberto,Ortiz,home,Roberto Ortiz
PIT201909080,483630,John,Tumpane,first,John Tumpane
PIT201909080,427013,Lance,Barksdale,second,Lance Barksdale
PIT201909080,427019,Ted,Barrett,third,Ted Barrett
BAL201909080,639723,Brennan,Miller,home,Brennan Miller
BAL201909080,521889,Stu,Scheurwater,first,Stu Scheurwater
BAL201909080,484198,Alan,Porter,second,Alan Porter
BAL201909080,503493,Sean,Barber,third,Sean Barber
TBA201909080,489985,Chad,Whitson,home,Chad Whitson
TBA201909080,427139,Doug,Eddings,first,Doug Eddings
TBA201909080,427344,Bill,Miller,second,Bill Miller
TBA201909080,521251,Ben,May,third,Ben May
ATL201909080,482631,Mike,Estabrook,home,Mike Estabrook
ATL201909080,427129,Bruce,Dreckman,first,Bruce Dreckman
ATL201909080,427144,Paul,Emmel,second,Paul Emmel
ATL201909080,503502,Ryan,Blakney,third,Ryan Blakney
