retro_game_id,id,first,last,position,name
WAS201909140,427509,Tim,Timmons,home,Tim Timmons
WAS201909140,427534,Bill,Welke,first,Bill Welke
WAS201909140,483912,Mike,Muchlinski,second,Mike Muchlinski
WAS201909140,427128,Rob,Drake,third,Rob Drake
DET201909140,427019,Ted,Barrett,home,Ted Barrett
DET201909140,503490,Chris,Segal,first,Chris Segal
DET201909140,577468,Roberto,Ortiz,second,Roberto Ortiz
DET201909140,427013,Lance,Barksdale,third,Lance Barksdale
PHI201909140,427129,Bruce,Dreckman,home,Bruce Dreckman
PHI201909140,573597,Gabe,Morales,first,Gabe Morales
PHI201909140,427339,Jerry,Meals,second,Jerry Meals
PHI201909140,427292,Ron,Kulpa,third,Ron Kulpa
SEA201909140,482641,Adrian,Johnson,home,Adrian Johnson
SEA201909140,605673,Alex,Tosi,first,Alex Tosi
SEA201909140,427243,Marvin,Hudson,second,Marvin Hudson
SEA201909140,511890,Quinn,Wolcott,third,Quinn Wolcott
ARI201909140,482631,Mike,Estabrook,home,Mike Estabrook
ARI201909140,427184,Greg,Gibson,first,Greg Gibson
ARI201909140,503502,Ryan,Blakney,second,Ryan Blakney
ARI201909140,431232,Chad,Fairchild,third,Chad Fairchild
KCA201909140,427197,Chris,Guccione,home,Chris Guccione
KCA201909140,596740,Jansen,Visconti,first,Jansen Visconti
KCA201909140,427156,Mike,Everitt,second,Mike Everitt
KCA201909140,483561,Lance,Barrett,third,Lance Barrett
NYN201909140,521251,Ben,May,home,Ben May
NYN201909140,483569,Vic,Carapazza,first,Vic Carapazza
NYN201909140,427248,Dan,Iassogna,second,Dan Iassogna
NYN201909140,427537,Hunter,Wendelstedt,third,Hunter Wendelstedt
SFN201909140,427044,CB,Bucknor,home,CB Bucknor
SFN201909140,482666,D.J.,Reyburn,first,D.J. Reyburn
SFN201909140,594151,Ramon,Jesus,second,Ramon De Jesus
SFN201909140,427090,Fieldin,Culbreth,third,Fieldin Culbreth
SLN201909140,429805,Todd,Tichenor,home,Todd Tichenor
SLN201909140,427093,Phil,Cuzzi,first,Phil Cuzzi
SLN201909140,503077,Adam,Hamari,second,Adam Hamari
SLN201909140,427206,Tom,Hallion,third,Tom Hallion
CLE201909140,427533,Mark,Wegner,home,Mark Wegner
CLE201909140,484198,Alan,Porter,first,Alan Porter
CLE201909140,545402,John,Bacon,second,John Bacon
CLE201909140,483630,John,Tumpane,third,John Tumpane
CLE201909141,521889,Stu,Scheurwater,home,Stu Scheurwater
CLE201909141,545402,John,Bacon,first,John Bacon
CLE201909141,483630,John,Tumpane,second,John Tumpane
CLE201909141,427533,Mark,Wegner,third,Mark Wegner
TOR201909140,596809,Ryan,Additon,home,Ryan Additon
TOR201909140,484499,Manny,Gonzalez,first,Manny Gonzalez
TOR201909140,427235,Sam,Holbrook,second,Sam Holbrook
TOR201909140,427554,Jim,Wolf,third,Jim Wolf
TEX201909140,490319,Jordan,Baker,home,Jordan Baker
TEX201909140,503586,Tripp,Gibson,first,Tripp Gibson
TEX201909140,575629,Shane,Livensparger,second,Shane Livensparger
TEX201909140,427053,Mark,Carlson,third,Mark Carlson
CHN201909140,427315,Alfonso,Marquez,home,Alfonso Marquez
CHN201909140,483564,Dan,Bellino,first,Dan Bellino
CHN201909140,605672,Jeremie,Rehak,second,Jeremie Rehak
CHN201909140,482663,David,Rackley,third,David Rackley
COL201909140,427361,Paul,Nauert,home,Paul Nauert
COL201909140,596805,John,Libka,first,John Libka
COL201909140,427224,Ed,Hickox,second,Ed Hickox
COL201909140,547380,Carlos,Torres,third,Carlos Torres
ANA201909140,427095,Kerwin,Danley,home,Kerwin Danley
ANA201909140,573596,Pat,Hoberg,first,Pat Hoberg
ANA201909140,427103,Gerry,Davis,second,Gerry Davis
ANA201909140,427286,Brian,Knight,third,Brian Knight
