retro_game_id,id,first,last,position,name
CHA201909060,427361,Paul,Nauert,home,Paul Nauert
CHA201909060,596805,John,Libka,first,John Libka
CHA201909060,547380,Carlos,Torres,second,Carlos Torres
CHA201909060,427220,Angel,Hernandez,third,Angel Hernandez
CIN201909060,427533,Mark,Wegner,home,Mark Wegner
CIN201909060,503586,Tripp,Gibson,first,Tripp Gibson
CIN201909060,575629,Shane,Livensparger,second,Shane Livensparger
CIN201909060,482620,Chris,Conroy,third,Chris Conroy
MIL201909060,427081,Eric,Cooper,home,Eric Cooper
MIL201909060,490319,Jordan,Baker,first,Jordan Baker
MIL201909060,504381,Will,Little,second,Will Little
MIL201909060,483569,Vic,Carapazza,third,Vic Carapazza
MIN201909060,427362,Jeff,Nelson,home,Jeff Nelson
MIN201909060,427113,Laz,Diaz,first,Laz Diaz
MIN201909060,596740,Jansen,Visconti,second,Jansen Visconti
MIN201909060,484183,Cory,Blaser,third,Cory Blaser
SDN201909060,605673,Alex,Tosi,home,Alex Tosi
SDN201909060,483919,Mark,Ripperger,first,Mark Ripperger
SDN201909060,427366,Brian,O'Nora,second,Brian O'Nora
SDN201909060,428442,James,Hoye,third,James Hoye
OAK201909060,427520,Larry,Vanover,home,Larry Vanover
OAK201909060,483564,Dan,Bellino,first,Dan Bellino
OAK201909060,482663,David,Rackley,second,David Rackley
OAK201909060,605672,Jeremie,Rehak,third,Jeremie Rehak
MIA201909060,511890,Quinn,Wolcott,home,Quinn Wolcott
MIA201909060,427243,Marvin,Hudson,first,Marvin Hudson
MIA201909060,524988,Tom,Woodring,second,Tom Woodring
MIA201909060,427058,Gary,Cederstrom,third,Gary Cederstrom
BOS201909060,427509,Tim,Timmons,home,Tim Timmons
BOS201909060,427292,Ron,Kulpa,first,Ron Kulpa
BOS201909060,483912,Mike,Muchlinski,second,Mike Muchlinski
BOS201909060,427128,Rob,Drake,third,Rob Drake
NYN201909060,427044,CB,Bucknor,home,CB Bucknor
NYN201909060,482666,D.J.,Reyburn,first,D.J. Reyburn
NYN201909060,594151,Ramon,Jesus,second,Ramon De Jesus
NYN201909060,427090,Fieldin,Culbreth,third,Fieldin Culbreth
HOU201909060,427248,Dan,Iassogna,home,Dan Iassogna
HOU201909060,521051,Nick,Mahrley,first,Nick Mahrley
HOU201909060,427537,Hunter,Wendelstedt,second,Hunter Wendelstedt
HOU201909060,427538,Joe,West,third,Joe West
LAN201909060,427534,Bill,Welke,home,Bill Welke
LAN201909060,427103,Gerry,Davis,first,Gerry Davis
LAN201909060,483561,Lance,Barrett,second,Lance Barrett
LAN201909060,427197,Chris,Guccione,third,Chris Guccione
PIT201909060,427013,Lance,Barksdale,home,Lance Barksdale
PIT201909060,427019,Ted,Barrett,first,Ted Barrett
PIT201909060,577468,Roberto,Ortiz,second,Roberto Ortiz
PIT201909060,483630,John,Tumpane,third,John Tumpane
BAL201909060,484198,Alan,Porter,home,Alan Porter
BAL201909060,427424,Jim,Reynolds,first,Jim Reynolds
BAL201909060,503493,Sean,Barber,second,Sean Barber
BAL201909060,521889,Stu,Scheurwater,third,Stu Scheurwater
TBA201909060,427344,Bill,Miller,home,Bill Miller
TBA201909060,521251,Ben,May,first,Ben May
TBA201909060,489985,Chad,Whitson,second,Chad Whitson
TBA201909060,427139,Doug,Eddings,third,Doug Eddings
ATL201909060,427144,Paul,Emmel,home,Paul Emmel
ATL201909060,503502,Ryan,Blakney,first,Ryan Blakney
ATL201909060,482631,Mike,Estabrook,second,Mike Estabrook
ATL201909060,427129,Bruce,Dreckman,third,Bruce Dreckman
