retro_game_id,game_type,game_type_des,st_fl,regseason_fl,playoff_fl,local_game_time,game_id,home_team_id,home_team_lg,away_team_id,away_team_lg,home_team_name,away_team_name,home_team_name_full,away_team_name_full,interleague_fl,park_id,park_name,park_loc
KCA201909010,R,Regular Season,F,T,F,13:15,565771,kca,AL,bal,AL,Kansas City,Baltimore,Kansas City Royals,Baltimore Orioles,F,7,Kauffman Stadium,"Kansas City, MO"
ANA201909010,R,Regular Season,F,T,F,13:07,564802,ana,AL,bos,AL,LA Angels,Boston,Los Angeles Angels,Boston Red Sox,F,1,Angel Stadium,"Anaheim, CA"
ATL201909010,R,Regular Season,F,T,F,17:10,567235,atl,NL,cha,AL,Atlanta,Chi White Sox,Atlanta Braves,Chicago White Sox,T,4705,SunTrust Park,"Atlanta, GA"
SLN201909010,R,Regular Season,F,T,F,12:05,566634,sln,NL,cin,NL,St. Louis,Cincinnati,St. Louis Cardinals,Cincinnati Reds,F,2889,Busch Stadium,"St. Louis, MO"
SLN201909011,R,Regular Season,F,T,F,18:05,566632,sln,NL,cin,NL,St. Louis,Cincinnati,St. Louis Cardinals,Cincinnati Reds,F,2889,Busch Stadium,"St. Louis, MO"
TBA201909010,R,Regular Season,F,T,F,13:10,566731,tba,AL,cle,AL,Tampa Bay,Cleveland,Tampa Bay Rays,Cleveland Indians,F,12,Tropicana Field,"St. Petersburg, FL"
TOR201909010,R,Regular Season,F,T,F,13:07,566932,tor,AL,hou,AL,Toronto,Houston,Toronto Blue Jays,Houston Astros,F,14,Rogers Centre,"Toronto, ON"
ARI201909010,R,Regular Season,F,T,F,13:10,564898,ari,NL,lan,NL,Arizona,LA Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,F,15,Chase Field,"Phoenix, AZ"
WAS201909010,R,Regular Season,F,T,F,13:35,565962,was,NL,mia,NL,Washington,Miami,Washington Nationals,Miami Marlins,F,3309,Nationals Park,"Washington, DC"
CHN201909010,R,Regular Season,F,T,F,13:20,565192,chn,NL,mil,NL,Chi Cubs,Milwaukee,Chicago Cubs,Milwaukee Brewers,F,17,Wrigley Field,"Chicago, IL"
DET201909010,R,Regular Season,F,T,F,13:10,565576,det,AL,min,AL,Detroit,Minnesota,Detroit Tigers,Minnesota Twins,F,2394,Comerica Park,"Detroit, MI"
PHI201909010,R,Regular Season,F,T,F,19:05,567130,phi,NL,nyn,NL,Philadelphia,NY Mets,Philadelphia Phillies,New York Mets,F,2681,Citizens Bank Park,"Philadelphia, PA"
NYA201909010,R,Regular Season,F,T,F,13:05,567527,nya,AL,oak,AL,NY Yankees,Oakland,New York Yankees,Oakland Athletics,F,3313,Yankee Stadium,"Bronx, NY"
COL201909010,R,Regular Season,F,T,F,13:10,565481,col,NL,pit,NL,Colorado,Pittsburgh,Colorado Rockies,Pittsburgh Pirates,F,19,Coors Field,"Denver, CO"
SFN201909010,R,Regular Season,F,T,F,13:05,566538,sfn,NL,sdn,NL,San Francisco,San Diego,San Francisco Giants,San Diego Padres,F,2395,Oracle Park,"San Francisco, CA"
TEX201909010,R,Regular Season,F,T,F,14:05,566836,tex,AL,sea,AL,Texas,Seattle,Texas Rangers,Seattle Mariners,F,13,Globe Life Park in Arlington,"Arlington, TX"
