retro_game_id,id,first,last,position,name
NYN201909270,427533,Mark,Wegner,home,Mark Wegner
NYN201909270,521889,Stu,Scheurwater,first,Stu Scheurwater
NYN201909270,484198,Alan,Porter,second,Alan Porter
NYN201909270,483569,Vic,Carapazza,third,Vic Carapazza
BOS201909270,575629,Shane,Livensparger,home,Shane Livensparger
BOS201909270,427366,Brian,O'Nora,first,Brian O'Nora
BOS201909270,483919,Mark,Ripperger,second,Mark Ripperger
BOS201909270,428442,James,Hoye,third,James Hoye
SLN201909270,504381,Will,Little,home,Will Little
SLN201909270,427090,Fieldin,Culbreth,first,Fieldin Culbreth
SLN201909270,427139,Doug,Eddings,second,Doug Eddings
SLN201909270,427044,CB,Bucknor,third,CB Bucknor
PIT201909270,483630,John,Tumpane,home,John Tumpane
PIT201909270,427248,Dan,Iassogna,first,Dan Iassogna
PIT201909270,596740,Jansen,Visconti,second,Jansen Visconti
PIT201909270,427537,Hunter,Wendelstedt,third,Hunter Wendelstedt
WAS201909270,427538,Joe,West,home,Joe West
WAS201909270,427129,Bruce,Dreckman,first,Bruce Dreckman
WAS201909270,484183,Cory,Blaser,second,Cory Blaser
WAS201909270,427081,Eric,Cooper,third,Eric Cooper
ANA201909270,521251,Ben,May,home,Ben May
ANA201909270,427520,Larry,Vanover,first,Larry Vanover
ANA201909270,427315,Alfonso,Marquez,second,Alfonso Marquez
ANA201909270,482663,David,Rackley,third,David Rackley
SFN201909270,427554,Jim,Wolf,home,Jim Wolf
SFN201909270,577468,Roberto,Ortiz,first,Roberto Ortiz
SFN201909270,484499,Manny,Gonzalez,second,Manny Gonzalez
SFN201909270,427235,Sam,Holbrook,third,Sam Holbrook
PHI201909270,482620,Chris,Conroy,home,Chris Conroy
PHI201909270,489985,Chad,Whitson,first,Chad Whitson
PHI201909270,427344,Bill,Miller,second,Bill Miller
PHI201909270,594151,Ramon,Jesus,third,Ramon De Jesus
COL201909270,521051,Nick,Mahrley,home,Nick Mahrley
COL201909270,427053,Mark,Carlson,first,Mark Carlson
COL201909270,503586,Tripp,Gibson,second,Tripp Gibson
COL201909270,427192,Brian,Gorman,third,Brian Gorman
TEX201909270,427058,Gary,Cederstrom,home,Gary Cederstrom
TEX201909270,482641,Adrian,Johnson,first,Adrian Johnson
TEX201909270,490319,Jordan,Baker,second,Jordan Baker
TEX201909270,605673,Alex,Tosi,third,Alex Tosi
SEA201909270,431232,Chad,Fairchild,home,Chad Fairchild
SEA201909270,503502,Ryan,Blakney,first,Ryan Blakney
SEA201909270,427243,Marvin,Hudson,second,Marvin Hudson
SEA201909270,427220,Angel,Hernandez,third,Angel Hernandez
ARI201909270,427509,Tim,Timmons,home,Tim Timmons
ARI201909270,596809,Ryan,Additon,first,Ryan Additon
ARI201909270,483912,Mike,Muchlinski,second,Mike Muchlinski
ARI201909270,427128,Rob,Drake,third,Rob Drake
TOR201909270,427113,Laz,Diaz,home,Laz Diaz
TOR201909270,427413,Tony,Randazzo,first,Tony Randazzo
TOR201909270,427362,Jeff,Nelson,second,Jeff Nelson
TOR201909270,503077,Adam,Hamari,third,Adam Hamari
