retro_game_id,id,first,last,position,num,team_id,team_name
NYN201909100,117950,Torey,Lovullo,manager,17,ARI,Arizona Diamondbacks
NYN201909100,119655,Jerry,Narron,bench_coach,12,ARI,Arizona Diamondbacks
NYN201909100,112491,Darnell,Coles,hitting_coach,11,ARI,Arizona Diamondbacks
NYN201909100,400134,Eric,Hinske,assistant_hitting_coach,77,ARI,Arizona Diamondbacks
NYN201909100,111807,Mike,Butcher,pitching_coach,23,ARI,Arizona Diamondbacks
NYN201909100,118763,Dave,McKay,first_base_coach,39,ARI,Arizona Diamondbacks
NYN201909100,120418,Tony,Perezchica,third_base_coach,3,ARI,Arizona Diamondbacks
NYN201909100,114097,Mike,Fetters,bullpen_coach,43,ARI,Arizona Diamondbacks
NYN201909100,425631,Robby,Hammock,quality_control/catching_coach,7,ARI,Arizona Diamondbacks
NYN201909100,468222,Luis,Urueta,coach,60,ARI,Arizona Diamondbacks
NYN201909100,576788,Dan,Butler,bullpen_catcher,Unknown,ARI,Arizona Diamondbacks
NYN201909100,279827,Humberto,Quintero,bullpen_catcher,84,ARI,Arizona Diamondbacks
NYN201909100,453268,Daniel,Bard,special_assistant,Unknown,ARI,Arizona Diamondbacks
NYN201909100,678771,Shawn,Marette,senior_baseball_advisor,Unknown,ARI,Arizona Diamondbacks
NYN201909100,444041,Gil,Velazquez,infield_coordinator,Unknown,ARI,Arizona Diamondbacks
NYN201909100,209068,Mickey,Callaway,manager,36,NYM,New York Mets
NYN201909100,427427,Jim,Riggleman,bench_coach,50,NYM,New York Mets
NYN201909100,113099,Chili,Davis,hitting_coach,54,NYM,New York Mets
NYN201909100,121017,Phil,Regan,interim_pitching_coach,58,NYM,New York Mets
NYN201909100,567160,Tom,Slater,assistant_hitting_coach,56,NYM,New York Mets
NYN201909100,435618,Jeremy,Accardo,pitching_coach,60,NYM,New York Mets
NYN201909100,427468,Glenn,Sherlock,first_base_coach,53,NYM,New York Mets
NYN201909100,113387,Gary,Disarcina,third_base_coach,10,NYM,New York Mets
NYN201909100,111191,Ricky,Bones,interim_bullpen_coach,25,NYM,New York Mets
NYN201909100,467588,Luis,Rojas,quality_control_coach,60,NYM,New York Mets
NYN201909100,430002,Eric,Langill,bullpen_catcher,78,NYM,New York Mets
NYN201909100,534948,Dave,Racaniello,bullpen_catcher,57,NYM,New York Mets
NYN201909100,431151,David,Wright,special_advisor,Unknown,NYM,New York Mets
PHI201909100,492535,Brian,Snitker,manager,43,ATL,Atlanta Braves
PHI201909100,124054,Walt,Weiss,bench_coach,4,ATL,Atlanta Braves
PHI201909100,121983,Kevin,Seitzer,hitting_coach,28,ATL,Atlanta Braves
PHI201909100,494165,Jose,Castro,assistant_hitting_coach,59,ATL,Atlanta Braves
PHI201909100,492899,Rick,Kranitz,pitching_coach,39,ATL,Atlanta Braves
PHI201909100,124695,Eric,Young,first_base_coach,2,ATL,Atlanta Braves
PHI201909100,123965,Ron,Washington,third_base_coach,37,ATL,Atlanta Braves
PHI201909100,474602,Marty,Reed,bullpen_coach,34,ATL,Atlanta Braves
PHI201909100,686518,Jimmy,Leo,bullpen_catcher,97,ATL,Atlanta Braves
PHI201909100,470920,Jose,Yepez,bullpen_catcher,99,ATL,Atlanta Braves
PHI201909100,114031,Sal,Fasano,catching_coach,57,ATL,Atlanta Braves
PHI201909100,137002,Gabe,Kapler,manager,19,PHI,Philadelphia Phillies
PHI201909100,479080,Rob,Thomson,bench_coach,59,PHI,Philadelphia Phillies
PHI201909100,118261,Charlie,Manuel,hitting_coach,41,PHI,Philadelphia Phillies
PHI201909100,463313,Pedro,Guerrero,assistant_hitting_coach,60,PHI,Philadelphia Phillies
PHI201909100,459314,Chris,Young,pitching_coach,45,PHI,Philadelphia Phillies
PHI201909100,150326,David,Lundquist,assistant_pitching_coach,57,PHI,Philadelphia Phillies
PHI201909100,150130,Dusty,Wathan,third_base_coach,62,PHI,Philadelphia Phillies
PHI201909100,114992,Jim,Gott,bullpen_coach,35,PHI,Philadelphia Phillies
PHI201909100,679012,Craig,Driver,bullpen_catcher,81,PHI,Philadelphia Phillies
PHI201909100,595433,Bob,Stumpo,bullpen_catcher,82,PHI,Philadelphia Phillies
PHI201909100,446111,Paco,Figueroa,first_base_coach,38,PHI,Philadelphia Phillies
PHI201909100,433638,Bobby,Dickerson,infield_coordinator,39,PHI,Philadelphia Phillies
TOR201909100,133321,Alex,Cora,manager,20,BOS,Boston Red Sox
TOR201909100,116377,Tim,Hyers,hitting_coach,51,BOS,Boston Red Sox
TOR201909100,406723,Andy,Barkett,assistant_hitting_coach,58,BOS,Boston Red Sox
TOR201909100,427298,Dana,LeVangie,pitching_coach,60,BOS,Boston Red Sox
TOR201909100,446454,Brian,Bannister,assistant_pitching_coach,86,BOS,Boston Red Sox
TOR201909100,114961,Tom,Goodwin,first_base_coach,82,BOS,Boston Red Sox
TOR201909100,136866,Carlos,Febles,third_base_coach,52,BOS,Boston Red Sox
TOR201909100,121373,Ron,Roenicke,bench_coach,30,BOS,Boston Red Sox
TOR201909100,459643,Craig,Bjornson,bullpen_coach,53,BOS,Boston Red Sox
TOR201909100,407496,Ramon,Vazquez,coach,84,BOS,Boston Red Sox
TOR201909100,463799,Mani,Martinez,bullpen_catcher,88,BOS,Boston Red Sox
TOR201909100,119271,Charlie,Montoyo,manager,25,TOR,Toronto Blue Jays
TOR201909100,116256,Dave,Hudgens,bench_coach,39,TOR,Toronto Blue Jays
TOR201909100,446170,Guillermo,Martinez,hitting_coach,18,TOR,Toronto Blue Jays
TOR201909100,123839,Pete,Walker,pitching_coach,40,TOR,Toronto Blue Jays
TOR201909100,400119,Mark,Budzinski,first_base_coach,53,TOR,Toronto Blue Jays
TOR201909100,121248,Luis,Rivera,third_base_coach,4,TOR,Toronto Blue Jays
TOR201909100,501936,Matt,Buschmann,bullpen_coach,26,TOR,Toronto Blue Jays
TOR201909100,456120,John,Schneider,major_league_coach,17,TOR,Toronto Blue Jays
TOR201909100,432938,Alex,Andreopoulos,bullpen_catcher,61,TOR,Toronto Blue Jays
TOR201909100,502213,Nevin,Ashley,bullpen_catcher,55,TOR,Toronto Blue Jays
SDN201909100,427309,Joe,Maddon,manager,70,CHC,Chicago Cubs
SDN201909100,117928,Mark,Loretta,bench_coach,19,CHC,Chicago Cubs
SDN201909100,459415,Tommy,Hottovy,pitching_coach,68,CHC,Chicago Cubs
SDN201909100,437676,Anthony,Iapoce,hitting_coach,43,CHC,Chicago Cubs
SDN201909100,212356,Terrmel,Sledge,assistant_hitting_coach,1,CHC,Chicago Cubs
SDN201909100,461416,Will,Venable,first_base_coach,99,CHC,Chicago Cubs
SDN201909100,427047,Brian,Butterfield,third_base_coach,55,CHC,Chicago Cubs
SDN201909100,459635,Mike,Borzello,catching_coach,58,CHC,Chicago Cubs
SDN201909100,506427,Lester,Strode,bullpen_coach,0,CHC,Chicago Cubs
SDN201909100,595344,Chad,Noble,bullpen_catcher,95,CHC,Chicago Cubs
SDN201909100,456121,Chris,Denorfia,quality_control_coach,76,CHC,Chicago Cubs
SDN201909100,150322,Mark,Johnson,catching_coach,Unknown,CHC,Chicago Cubs
SDN201909100,433477,Andy,Green,manager,14,SD,San Diego Padres
SDN201909100,150148,Rod,Barajas,bench_coach,20,SD,San Diego Padres
SDN201909100,444373,Johnny,Washington,hitting_coach,28,SD,San Diego Padres
SDN201909100,113702,Damion,Easley,assistant_hitting_coach,15,SD,San Diego Padres
SDN201909100,429382,Darren,Balsley,pitching_coach,36,SD,San Diego Padres
SDN201909100,435401,Skip,Schumaker,first_base_coach,56,SD,San Diego Padres
SDN201909100,116027,Glenn,Hoffman,third_base_coach,26,SD,San Diego Padres
SDN201909100,111135,Doug,Bochtler,bullpen_coach,45,SD,San Diego Padres
SDN201909100,475340,Griffin,Benedict,bullpen_catcher,81,SD,San Diego Padres
SDN201909100,671830,Peter,Summerville,bullpen_catcher,Unknown,SD,San Diego Padres
SDN201909100,608727,Keith,Werman,development_coach,82,SD,San Diego Padres
SEA201909100,110816,David,Bell,manager,25,CIN,Cincinnati Reds
SEA201909100,110848,Freddie,Benavides,bench_coach,45,CIN,Cincinnati Reds
SEA201909100,123930,Turner,Ward,hitting_coach,31,CIN,Cincinnati Reds
SEA201909100,452778,Donnie,Ecker,assistant_hitting_coach,64,CIN,Cincinnati Reds
SEA201909100,627038,Derek,Johnson,pitching_coach,36,CIN,Cincinnati Reds
SEA201909100,571584,Caleb,Cotham,assistant_pitching_coach,65,CIN,Cincinnati Reds
SEA201909100,113291,Delino,DeShields,first_base_coach,90,CIN,Cincinnati Reds
SEA201909100,407399,J.R.,House,third_base_coach,56,CIN,Cincinnati Reds
SEA201909100,429402,Jeff,Pickler,coach,61,CIN,Cincinnati Reds
SEA201909100,123502,Lee,Tunnell,bullpen_coach,60,CIN,Cincinnati Reds
SEA201909100,656574,Nate,Irving,bullpen_catcher,92,CIN,Cincinnati Reds
SEA201909100,684408,Cristian,Perez,assistant_coach,89,CIN,Cincinnati Reds
SEA201909100,464708,Rolando,Valles,assistant_coach,88,CIN,Cincinnati Reds
SEA201909100,122011,Scott,Servais,manager,29,SEA,Seattle Mariners
SEA201909100,427000,Manny,Acta,bench_coach,14,SEA,Seattle Mariners
SEA201909100,117420,Tim,Laker,hitting_coach,21,SEA,Seattle Mariners
SEA201909100,628243,Paul,Davis,pitching_coach,28,SEA,Seattle Mariners
SEA201909100,427228,Perry,Hill,first_base_coach,6,SEA,Seattle Mariners
SEA201909100,408076,Chris,Prieto,third_base_coach,13,SEA,Seattle Mariners
SEA201909100,150342,Jim,Brower,bullpen_coach,38,SEA,Seattle Mariners
SEA201909100,466245,Fleming,Baez,bullpen_catcher,66,SEA,Seattle Mariners
SEA201909100,277409,Jared,Sandberg,major_league_staff_coordinator,48,SEA,Seattle Mariners
SEA201909100,111904,Mike,Cameron,special_assignment_coach,Unknown,SEA,Seattle Mariners
ANA201909100,114378,Terry,Francona,manager,77,CLE,Cleveland Indians
ANA201909100,119149,Brad,Mills,bench_coach,0,CLE,Cleveland Indians
ANA201909100,123628,Ty,Van Burkleo,hitting_coach,29,CLE,Cleveland Indians
ANA201909100,121367,Victor,Rodriguez,assistant_hitting_coach,60,CLE,Cleveland Indians
ANA201909100,124356,Carl,Willis,pitching_coach,51,CLE,Cleveland Indians
ANA201909100,110184,Sandy,Alomar,first_base_coach,15,CLE,Cleveland Indians
ANA201909100,492531,Mike,Sarbaugh,third_base_coach,16,CLE,Cleveland Indians
ANA201909100,425786,Scott,Atchison,bullpen_coach,88,CLE,Cleveland Indians
ANA201909100,425789,Brian,Sweeney,major_league_coach,85,CLE,Cleveland Indians
ANA201909100,440924,Armando,Camacaro,bullpen_catcher,64,CLE,Cleveland Indians
ANA201909100,607671,Ricky,Pacione,bullpen_catcher,82,CLE,Cleveland Indians
ANA201909100,110385,Brad,Ausmus,manager,12,LAA,Los Angeles Angels
ANA201909100,150331,Josh,Paul,bench_coach,88,LAA,Los Angeles Angels
ANA201909100,430598,Jeremy,Reed,hitting_coach,77,LAA,Los Angeles Angels
ANA201909100,122541,Paul,Sorrento,assistant_hitting_coach,55,LAA,Los Angeles Angels
ANA201909100,279564,Shawn,Wooten,assistant_hitting_coach,76,LAA,Los Angeles Angels
ANA201909100,534449,Doug,White,pitching_coach,74,LAA,Los Angeles Angels
ANA201909100,440351,Jesus,Feliciano,first_base_coach,62,LAA,Los Angeles Angels
ANA201909100,114545,Mike,Gallego,third_base_coach,86,LAA,Los Angeles Angels
ANA201909100,457732,Andrew,Bailey,bullpen_coach,68,LAA,Los Angeles Angels
ANA201909100,150040,Jose,Molina,catching_coach,82,LAA,Los Angeles Angels
ANA201909100,531341,Matt,Martin,coach,80,LAA,Los Angeles Angels
CHA201909100,124681,Ned,Yost,manager,3,KC,Kansas City Royals
CHA201909100,123011,Dale,Sveum,bench_coach,26,KC,Kansas City Royals
CHA201909100,111357,Terry,Bradshaw,hitting_coach,44,KC,Kansas City Royals
CHA201909100,113793,Cal,Eldred,pitching_coach,22,KC,Kansas City Royals
CHA201909100,430574,Mitch,Maier,first_base_coach,24,KC,Kansas City Royals
CHA201909100,492497,Mike,Jirschele,third_base_coach,23,KC,Kansas City Royals
CHA201909100,437073,Pedro,Grifol,catching_coach,21,KC,Kansas City Royals
CHA201909100,136300,Vance,Wilson,bullpen_coach,18,KC,Kansas City Royals
CHA201909100,518650,Ryan,Eigsti,bullpen_catcher,80,KC,Kansas City Royals
CHA201909100,121075,Rick,Renteria,manager,36,CWS,Chicago White Sox
CHA201909100,136607,Joe,McEwing,bench_coach,47,CWS,Chicago White Sox
CHA201909100,122771,Todd,Steverson,hitting_coach,31,CWS,Chicago White Sox
CHA201909100,533331,Greg,Sparks,assistant_hitting_coach,26,CWS,Chicago White Sox
CHA201909100,112653,Don,Cooper,pitching_coach,99,CWS,Chicago White Sox
CHA201909100,492931,Curt,Hasler,assistant_pitching_coach,29,CWS,Chicago White Sox
CHA201909100,111257,Daryl,Boston,first_base_coach,8,CWS,Chicago White Sox
CHA201909100,111973,Nick,Capra,third_base_coach,12,CWS,Chicago White Sox
BAL201909100,150353,Dave,Roberts,manager,30,LAD,Los Angeles Dodgers
BAL201909100,114712,Bob,Geren,bench_coach,8,LAD,Los Angeles Dodgers
BAL201909100,116118,Rick,Honeycutt,pitching_coach,40,LAD,Los Angeles Dodgers
BAL201909100,684057,Robert,Van Scoyoc,hitting_coach,6,LAD,Los Angeles Dodgers
BAL201909100,111533,Brant,Brown,assistant_hitting_coach,37,LAD,Los Angeles Dodgers
BAL201909100,136601,George,Lombard,first_base_coach,29,LAD,Los Angeles Dodgers
BAL201909100,492822,Dino,Ebel,third_base_coach,12,LAD,Los Angeles Dodgers
BAL201909100,407578,Mark,Prior,bullpen_coach,23,LAD,Los Angeles Dodgers
BAL201909100,488686,Aaron,Bates,assistant_hitting_coach,33,LAD,Los Angeles Dodgers
BAL201909100,460269,Chris,Gimenez,coach,38,LAD,Los Angeles Dodgers
BAL201909100,572772,Steve,Cilladi,bullpen_catcher,82,LAD,Los Angeles Dodgers
BAL201909100,492493,Brandon,Hyde,manager,18,BAL,Baltimore Orioles
BAL201909100,408201,Howie,Clark,assistant_hitting_coach,88,BAL,Baltimore Orioles
