retro_game_id,id,first,last,position,name
KCA201909250,503502,Ryan,Blakney,home,Ryan Blakney
KCA201909250,427220,Angel,Hernandez,first,Angel Hernandez
KCA201909250,431232,Chad,Fairchild,second,Chad Fairchild
KCA201909250,427243,Marvin,Hudson,third,Marvin Hudson
TOR201909250,427537,Hunter,Wendelstedt,home,Hunter Wendelstedt
TOR201909250,503490,Chris,Segal,first,Chris Segal
TOR201909250,427248,Dan,Iassogna,second,Dan Iassogna
TOR201909250,596740,Jansen,Visconti,third,Jansen Visconti
TEX201909250,596805,John,Libka,home,John Libka
TEX201909250,427044,CB,Bucknor,first,CB Bucknor
TEX201909250,504381,Will,Little,second,Will Little
TEX201909250,427090,Fieldin,Culbreth,third,Fieldin Culbreth
PIT201909250,427361,Paul,Nauert,home,Paul Nauert
PIT201909250,427224,Ed,Hickox,first,Ed Hickox
PIT201909250,547380,Carlos,Torres,second,Carlos Torres
PIT201909250,427129,Bruce,Dreckman,third,Bruce Dreckman
CHA201909250,483919,Mark,Ripperger,home,Mark Ripperger
CHA201909250,428442,James,Hoye,first,James Hoye
CHA201909250,575629,Shane,Livensparger,second,Shane Livensparger
CHA201909250,427366,Brian,O'Nora,third,Brian O'Nora
SFN201909250,429805,Todd,Tichenor,home,Todd Tichenor
SFN201909250,605673,Alex,Tosi,first,Alex Tosi
SFN201909250,427058,Gary,Cederstrom,second,Gary Cederstrom
SFN201909250,482641,Adrian,Johnson,third,Adrian Johnson
SEA201909250,427235,Sam,Holbrook,home,Sam Holbrook
SEA201909250,427554,Jim,Wolf,first,Jim Wolf
SEA201909250,577468,Roberto,Ortiz,second,Roberto Ortiz
SEA201909250,484499,Manny,Gonzalez,third,Manny Gonzalez
SDN201909250,503586,Tripp,Gibson,home,Tripp Gibson
SDN201909250,427192,Brian,Gorman,first,Brian Gorman
SDN201909250,521051,Nick,Mahrley,second,Nick Mahrley
SDN201909250,427053,Mark,Carlson,third,Mark Carlson
NYN201909250,605672,Jeremie,Rehak,home,Jeremie Rehak
NYN201909250,427081,Eric,Cooper,first,Eric Cooper
NYN201909250,427538,Joe,West,second,Joe West
NYN201909250,490319,Jordan,Baker,third,Jordan Baker
CIN201909250,427344,Bill,Miller,home,Bill Miller
CIN201909250,427139,Doug,Eddings,first,Doug Eddings
CIN201909250,482620,Chris,Conroy,second,Chris Conroy
CIN201909250,489985,Chad,Whitson,third,Chad Whitson
DET201909250,594151,Ramon,Jesus,home,Ramon De Jesus
DET201909250,427362,Jeff,Nelson,first,Jeff Nelson
DET201909250,427113,Laz,Diaz,second,Laz Diaz
DET201909250,427413,Tony,Randazzo,third,Tony Randazzo
TBA201909250,484183,Cory,Blaser,home,Cory Blaser
TBA201909250,427339,Jerry,Meals,first,Jerry Meals
TBA201909250,427292,Ron,Kulpa,second,Ron Kulpa
TBA201909250,573597,Gabe,Morales,third,Gabe Morales
ANA201909250,427128,Rob,Drake,home,Rob Drake
ANA201909250,427509,Tim,Timmons,first,Tim Timmons
ANA201909250,596809,Ryan,Additon,second,Ryan Additon
ANA201909250,483912,Mike,Muchlinski,third,Mike Muchlinski
WAS201909250,521251,Ben,May,home,Ben May
WAS201909250,427533,Mark,Wegner,first,Mark Wegner
WAS201909250,484198,Alan,Porter,second,Alan Porter
WAS201909250,521889,Stu,Scheurwater,third,Stu Scheurwater
ARI201909250,427315,Alfonso,Marquez,home,Alfonso Marquez
ARI201909250,483564,Dan,Bellino,first,Dan Bellino
ARI201909250,482663,David,Rackley,second,David Rackley
ARI201909250,427520,Larry,Vanover,third,Larry Vanover
