retro_game_id,id,first,last,position,num,team_id,team_name
NYN201909090,117950,Torey,Lovullo,manager,17,ARI,Arizona Diamondbacks
NYN201909090,119655,Jerry,Narron,bench_coach,12,ARI,Arizona Diamondbacks
NYN201909090,112491,Darnell,Coles,hitting_coach,11,ARI,Arizona Diamondbacks
NYN201909090,400134,Eric,Hinske,assistant_hitting_coach,77,ARI,Arizona Diamondbacks
NYN201909090,111807,Mike,Butcher,pitching_coach,23,ARI,Arizona Diamondbacks
NYN201909090,118763,Dave,McKay,first_base_coach,39,ARI,Arizona Diamondbacks
NYN201909090,120418,Tony,Perezchica,third_base_coach,3,ARI,Arizona Diamondbacks
NYN201909090,114097,Mike,Fetters,bullpen_coach,43,ARI,Arizona Diamondbacks
NYN201909090,425631,Robby,Hammock,quality_control/catching_coach,7,ARI,Arizona Diamondbacks
NYN201909090,468222,Luis,Urueta,coach,60,ARI,Arizona Diamondbacks
NYN201909090,576788,Dan,Butler,bullpen_catcher,Unknown,ARI,Arizona Diamondbacks
NYN201909090,279827,Humberto,Quintero,bullpen_catcher,84,ARI,Arizona Diamondbacks
NYN201909090,453268,Daniel,Bard,special_assistant,Unknown,ARI,Arizona Diamondbacks
NYN201909090,678771,Shawn,Marette,senior_baseball_advisor,Unknown,ARI,Arizona Diamondbacks
NYN201909090,444041,Gil,Velazquez,infield_coordinator,Unknown,ARI,Arizona Diamondbacks
NYN201909090,209068,Mickey,Callaway,manager,36,NYM,New York Mets
NYN201909090,427427,Jim,Riggleman,bench_coach,50,NYM,New York Mets
NYN201909090,113099,Chili,Davis,hitting_coach,54,NYM,New York Mets
NYN201909090,121017,Phil,Regan,interim_pitching_coach,58,NYM,New York Mets
NYN201909090,567160,Tom,Slater,assistant_hitting_coach,56,NYM,New York Mets
NYN201909090,435618,Jeremy,Accardo,pitching_coach,60,NYM,New York Mets
NYN201909090,427468,Glenn,Sherlock,first_base_coach,53,NYM,New York Mets
NYN201909090,113387,Gary,Disarcina,third_base_coach,10,NYM,New York Mets
NYN201909090,111191,Ricky,Bones,interim_bullpen_coach,25,NYM,New York Mets
NYN201909090,467588,Luis,Rojas,quality_control_coach,60,NYM,New York Mets
NYN201909090,430002,Eric,Langill,bullpen_catcher,78,NYM,New York Mets
NYN201909090,534948,Dave,Racaniello,bullpen_catcher,57,NYM,New York Mets
NYN201909090,431151,David,Wright,special_advisor,Unknown,NYM,New York Mets
PHI201909090,492535,Brian,Snitker,manager,43,ATL,Atlanta Braves
