retro_game_id,home_team_id,away_team_id,home_lineup_1_id,home_lineup_1_name,home_lineup_1_pos,home_lineup_2_id,home_lineup_2_name,home_lineup_2_pos,home_lineup_3_id,home_lineup_3_name,home_lineup_3_pos,home_lineup_4_id,home_lineup_4_name,home_lineup_4_pos,home_lineup_5_id,home_lineup_5_name,home_lineup_5_pos,home_lineup_6_id,home_lineup_6_name,home_lineup_6_pos,home_lineup_7_id,home_lineup_7_name,home_lineup_7_pos,home_lineup_8_id,home_lineup_8_name,home_lineup_8_pos,home_lineup_9_id,home_lineup_9_name,home_lineup_9_pos,home_batter,home_pitcher,away_lineup_1_id,away_lineup_1_name,away_lineup_1_pos,away_lineup_2_id,away_lineup_2_name,away_lineup_2_pos,away_lineup_3_id,away_lineup_3_name,away_lineup_3_pos,away_lineup_4_id,away_lineup_4_name,away_lineup_4_pos,away_lineup_5_id,away_lineup_5_name,away_lineup_5_pos,away_lineup_6_id,away_lineup_6_name,away_lineup_6_pos,away_lineup_7_id,away_lineup_7_name,away_lineup_7_pos,away_lineup_8_id,away_lineup_8_name,away_lineup_8_pos,away_lineup_9_id,away_lineup_9_name,away_lineup_9_pos,away_batter,away_pitcher
KCA201909250,kca,atl,593160,Merrifield,2B,624585,Soler,DH,641531,"Dozier, H",3B,460086,"Gordon, A",LF,643436,McBroom,RF,656811,O'Hearn,1B,605490,Starling,CF,670032,"Lopez, N",SS,650619,Viloria,C,"[{""bo"": ""1"", ""pos"": ""2B"", ""id"": ""593160"", ""first"": ""Whit"", ""last"": ""Merrifield"", ""box_name"": ""Merrifield"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""2"", ""pos"": ""DH"", ""id"": ""624585"", ""first"": ""Jorge"", ""last"": ""Soler"", ""box_name"": ""Soler"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""3"", ""pos"": ""3B"", ""id"": ""641531"", ""first"": ""Hunter"", ""last"": ""Dozier"", ""box_name"": ""Dozier, H"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""4"", ""pos"": ""LF"", ""id"": ""460086"", ""first"": ""Alex"", ""last"": ""Gordon"", ""box_name"": ""Gordon, A"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""5"", ""pos"": ""RF"", ""id"": ""643436"", ""first"": ""Ryan"", ""last"": ""McBroom"", ""box_name"": ""McBroom"", ""rl"": ""L"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""6"", ""pos"": ""1B"", ""id"": ""656811"", ""first"": ""Ryan"", ""last"": ""O'Hearn"", ""box_name"": ""O'Hearn"", ""rl"": ""L"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""7"", ""pos"": ""CF"", ""id"": ""605490"", ""first"": ""Bubba"", ""last"": ""Starling"", ""box_name"": ""Starling"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""7"", ""pos"": ""PH-CF"", ""id"": ""621433"", ""first"": ""Brett"", ""last"": ""Phillips"", ""box_name"": ""Phillips"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": false}, {""bo"": ""8"", ""pos"": ""SS"", ""id"": ""670032"", ""first"": ""Nicky"", ""last"": ""Lopez"", ""box_name"": ""Lopez, N"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""9"", ""pos"": ""C"", ""id"": ""650619"", ""first"": ""Meibrys"", ""last"": ""Viloria"", ""box_name"": ""Viloria"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": true}, {""bo"": false, ""pos"": ""P"", ""id"": ""543557"", ""first"": ""Mike"", ""last"": ""Montgomery"", ""box_name"": ""Montgomery"", ""rl"": ""L"", ""bats"": ""L"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""606930"", ""first"": ""Jacob"", ""last"": ""Barnes"", ""box_name"": ""Barnes, J"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""641571"", ""first"": ""Heath"", ""last"": ""Fillmyer"", ""box_name"": ""Fillmyer"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""657612"", ""first"": ""Tim"", ""last"": ""Hill"", ""box_name"": ""Hill, T"", ""rl"": ""L"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""534910"", ""first"": ""Jesse"", ""last"": ""Hahn"", ""box_name"": ""Hahn"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""622251"", ""first"": ""Josh"", ""last"": ""Staumont"", ""box_name"": ""Staumont"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""622092"", ""first"": ""Kyle"", ""last"": ""Zimmer"", ""box_name"": ""Zimmer"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}]","[{""pos"": ""P"", ""id"": ""543557"", ""first"": ""Mike"", ""last"": ""Montgomery"", ""box_name"": ""Montgomery"", ""rl"": ""L"", ""bats"": ""L"", ""out"": ""14"", ""bf"": ""22""}, {""pos"": ""P"", ""id"": ""606930"", ""first"": ""Jacob"", ""last"": ""Barnes"", ""box_name"": ""Barnes, J"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""2"", ""bf"": ""5""}, {""pos"": ""P"", ""id"": ""641571"", ""first"": ""Heath"", ""last"": ""Fillmyer"", ""box_name"": ""Fillmyer"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""2"", ""bf"": ""4""}, {""pos"": ""P"", ""id"": ""657612"", ""first"": ""Tim"", ""last"": ""Hill"", ""box_name"": ""Hill, T"", ""rl"": ""L"", ""bats"": ""R"", ""out"": ""3"", ""bf"": ""3""}, {""pos"": ""P"", ""id"": ""534910"", ""first"": ""Jesse"", ""last"": ""Hahn"", ""box_name"": ""Hahn"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""1"", ""bf"": ""5""}, {""pos"": ""P"", ""id"": ""622251"", ""first"": ""Josh"", ""last"": ""Staumont"", ""box_name"": ""Staumont"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""2"", ""bf"": ""4""}, {""pos"": ""P"", ""id"": ""622092"", ""first"": ""Kyle"", ""last"": ""Zimmer"", ""box_name"": ""Zimmer"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""3"", ""bf"": ""5""}]",621020,Swanson,SS,645277,Albies,2B,518626,Donaldson,3B,455976,Markakis,RF,594807,Duvall,LF,465041,Cervelli,1B,663586,"Riley, A",DH-1B,452095,Flowers,C,571740,Hamilton,CF,"[{""bo"": ""1"", ""pos"": ""SS"", ""id"": ""621020"", ""first"": ""Dansby"", ""last"": ""Swanson"", ""box_name"": ""Swanson"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""2"", ""pos"": ""2B"", ""id"": ""645277"", ""first"": ""Ozzie"", ""last"": ""Albies"", ""box_name"": ""Albies"", ""rl"": ""R"", ""bats"": ""S"", ""starting"": true}, {""bo"": ""3"", ""pos"": ""3B"", ""id"": ""518626"", ""first"": ""Josh"", ""last"": ""Donaldson"", ""box_name"": ""Donaldson"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""4"", ""pos"": ""RF"", ""id"": ""455976"", ""first"": ""Nick"", ""last"": ""Markakis"", ""box_name"": ""Markakis"", ""rl"": ""L"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""5"", ""pos"": ""LF"", ""id"": ""594807"", ""first"": ""Adam"", ""last"": ""Duvall"", ""box_name"": ""Duvall"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""6"", ""pos"": ""1B"", ""id"": ""465041"", ""first"": ""Francisco"", ""last"": ""Cervelli"", ""box_name"": ""Cervelli"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""6"", ""pos"": ""P"", ""id"": ""460283"", ""first"": ""Jerry"", ""last"": ""Blevins"", ""box_name"": ""Blevins"", ""rl"": ""L"", ""bats"": ""L"", ""starting"": false}, {""bo"": ""6"", ""pos"": ""PH"", ""id"": ""459964"", ""first"": ""Matt"", ""last"": ""Joyce"", ""box_name"": ""Joyce"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": false}, {""bo"": ""6"", ""pos"": ""P"", ""id"": ""572888"", ""first"": ""Shane"", ""last"": ""Greene"", ""box_name"": ""Greene"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": ""6"", ""pos"": ""P"", ""id"": ""453343"", ""first"": ""Mark"", ""last"": ""Melancon"", ""box_name"": ""Melancon"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": ""7"", ""pos"": ""DH-1B"", ""id"": ""663586"", ""first"": ""Austin"", ""last"": ""Riley"", ""box_name"": ""Riley, A"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""8"", ""pos"": ""C"", ""id"": ""452095"", ""first"": ""Tyler"", ""last"": ""Flowers"", ""box_name"": ""Flowers"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""9"", ""pos"": ""CF"", ""id"": ""571740"", ""first"": ""Billy"", ""last"": ""Hamilton"", ""box_name"": ""Hamilton"", ""rl"": ""R"", ""bats"": ""S"", ""starting"": true}, {""bo"": false, ""pos"": ""P"", ""id"": ""458708"", ""first"": ""Josh"", ""last"": ""Tomlin"", ""box_name"": ""Tomlin"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""656794"", ""first"": ""Sean"", ""last"": ""Newcomb"", ""box_name"": ""Newcomb"", ""rl"": ""L"", ""bats"": ""L"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""503285"", ""first"": ""Darren"", ""last"": ""O'Day"", ""box_name"": ""O'Day"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""592426"", ""first"": ""Luke"", ""last"": ""Jackson"", ""box_name"": ""Jackson, L"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}]","[{""pos"": ""P"", ""id"": ""458708"", ""first"": ""Josh"", ""last"": ""Tomlin"", ""box_name"": ""Tomlin"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""9"", ""bf"": ""13""}, {""pos"": ""P"", ""id"": ""656794"", ""first"": ""Sean"", ""last"": ""Newcomb"", ""box_name"": ""Newcomb"", ""rl"": ""L"", ""bats"": ""L"", ""out"": ""3"", ""bf"": ""6""}, {""pos"": ""P"", ""id"": ""503285"", ""first"": ""Darren"", ""last"": ""O'Day"", ""box_name"": ""O'Day"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""2"", ""bf"": ""2""}, {""pos"": ""P"", ""id"": ""592426"", ""first"": ""Luke"", ""last"": ""Jackson"", ""box_name"": ""Jackson, L"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""4"", ""bf"": ""4""}, {""pos"": ""P"", ""id"": ""460283"", ""first"": ""Jerry"", ""last"": ""Blevins"", ""box_name"": ""Blevins"", ""rl"": ""L"", ""bats"": ""L"", ""out"": ""3"", ""bf"": ""3""}, {""pos"": ""P"", ""id"": ""572888"", ""first"": ""Shane"", ""last"": ""Greene"", ""box_name"": ""Greene"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""3"", ""bf"": ""4""}, {""pos"": ""P"", ""id"": ""453343"", ""first"": ""Mark"", ""last"": ""Melancon"", ""box_name"": ""Melancon"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""3"", ""bf"": ""3""}]"
TOR201909250,tor,bal,641856,McKinney,RF,591971,Valera,SS,624415,Biggio,2B,665489,Guerrero Jr.,DH,642133,Tellez,1B,606192,"Hernández, T",CF-LF,592273,Drury,3B,605233,Fisher,LF,571912,Maile,C,"[{""bo"": ""1"", ""pos"": ""RF"", ""id"": ""641856"", ""first"": ""Billy"", ""last"": ""McKinney"", ""box_name"": ""McKinney"", ""rl"": ""L"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""2"", ""pos"": ""SS"", ""id"": ""591971"", ""first"": ""Breyvic"", ""last"": ""Valera"", ""box_name"": ""Valera"", ""rl"": ""R"", ""bats"": ""S"", ""starting"": true}, {""bo"": ""3"", ""pos"": ""2B"", ""id"": ""624415"", ""first"": ""Cavan"", ""last"": ""Biggio"", ""box_name"": ""Biggio"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""4"", ""pos"": ""DH"", ""id"": ""665489"", ""first"": ""Vladimir"", ""last"": ""Guerrero Jr."", ""box_name"": ""Guerrero Jr."", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""5"", ""pos"": ""1B"", ""id"": ""642133"", ""first"": ""Rowdy"", ""last"": ""Tellez"", ""box_name"": ""Tellez"", ""rl"": ""L"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""6"", ""pos"": ""CF-LF"", ""id"": ""606192"", ""first"": ""Teoscar"", ""last"": ""Hernandez"", ""box_name"": ""Hern\u00e1ndez, T"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""7"", ""pos"": ""3B"", ""id"": ""592273"", ""first"": ""Brandon"", ""last"": ""Drury"", ""box_name"": ""Drury"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""8"", ""pos"": ""LF"", ""id"": ""605233"", ""first"": ""Derek"", ""last"": ""Fisher"", ""box_name"": ""Fisher"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""8"", ""pos"": ""CF"", ""id"": ""641505"", ""first"": ""Jonathan"", ""last"": ""Davis"", ""box_name"": ""Davis, J"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": ""9"", ""pos"": ""C"", ""id"": ""571912"", ""first"": ""Luke"", ""last"": ""Maile"", ""box_name"": ""Maile"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": false, ""pos"": ""P"", ""id"": ""621097"", ""first"": ""Jacob"", ""last"": ""Waguespack"", ""box_name"": ""Waguespack"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""592094"", ""first"": ""Jason"", ""last"": ""Adam"", ""box_name"": ""Adam"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""605447"", ""first"": ""Jordan"", ""last"": ""Romano"", ""box_name"": ""Romano, J"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""521655"", ""first"": ""Wilmer"", ""last"": ""Font"", ""box_name"": ""Font"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""571704"", ""first"": ""Ken"", ""last"": ""Giles"", ""box_name"": ""Giles"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}]","[{""pos"": ""P"", ""id"": ""621097"", ""first"": ""Jacob"", ""last"": ""Waguespack"", ""box_name"": ""Waguespack"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""18"", ""bf"": ""22""}, {""pos"": ""P"", ""id"": ""592094"", ""first"": ""Jason"", ""last"": ""Adam"", ""box_name"": ""Adam"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""3"", ""bf"": ""5""}, {""pos"": ""P"", ""id"": ""605447"", ""first"": ""Jordan"", ""last"": ""Romano"", ""box_name"": ""Romano, J"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""2"", ""bf"": ""6""}, {""pos"": ""P"", ""id"": ""521655"", ""first"": ""Wilmer"", ""last"": ""Font"", ""box_name"": ""Font"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""1"", ""bf"": ""2""}, {""pos"": ""P"", ""id"": ""571704"", ""first"": ""Ken"", ""last"": ""Giles"", ""box_name"": ""Giles"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""3"", ""bf"": ""3""}]",542340,Villar,SS,669720,Hays,CF,641820,Mancini,DH,596105,Smith Jr,LF,547004,"Ruiz, R",3B,593643,Alberto,2B,621466,"Stewart, D",RF,448801,"Davis, C",1B,642851,Wynns,C,"[{""bo"": ""1"", ""pos"": ""SS"", ""id"": ""542340"", ""first"": ""Jonathan"", ""last"": ""Villar"", ""box_name"": ""Villar"", ""rl"": ""R"", ""bats"": ""S"", ""starting"": true}, {""bo"": ""2"", ""pos"": ""CF"", ""id"": ""669720"", ""first"": ""Austin"", ""last"": ""Hays"", ""box_name"": ""Hays"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""3"", ""pos"": ""DH"", ""id"": ""641820"", ""first"": ""Trey"", ""last"": ""Mancini"", ""box_name"": ""Mancini"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""4"", ""pos"": ""LF"", ""id"": ""596105"", ""first"": ""Dwight"", ""last"": ""Smith Jr"", ""box_name"": ""Smith Jr"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""5"", ""pos"": ""3B"", ""id"": ""547004"", ""first"": ""Rio"", ""last"": ""Ruiz"", ""box_name"": ""Ruiz, R"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""6"", ""pos"": ""2B"", ""id"": ""593643"", ""first"": ""Hanser"", ""last"": ""Alberto"", ""box_name"": ""Alberto"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""7"", ""pos"": ""RF"", ""id"": ""621466"", ""first"": ""DJ"", ""last"": ""Stewart"", ""box_name"": ""Stewart, D"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""8"", ""pos"": ""1B"", ""id"": ""448801"", ""first"": ""Chris"", ""last"": ""Davis"", ""box_name"": ""Davis, C"", ""rl"": ""R"", ""bats"": ""L"", ""starting"": true}, {""bo"": ""9"", ""pos"": ""C"", ""id"": ""642851"", ""first"": ""Austin"", ""last"": ""Wynns"", ""box_name"": ""Wynns"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": true}, {""bo"": ""9"", ""pos"": ""PH"", ""id"": ""600524"", ""first"": ""Renato"", ""last"": ""Nunez"", ""box_name"": ""N\u00fa\u00f1ez, R"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""593679"", ""first"": ""Gabriel"", ""last"": ""Ynoa"", ""box_name"": ""Ynoa, G"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""643316"", ""first"": ""Paul"", ""last"": ""Fry"", ""box_name"": ""Fry, P"", ""rl"": ""L"", ""bats"": ""L"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""605156"", ""first"": ""Aaron"", ""last"": ""Brooks"", ""box_name"": ""Brooks"", ""rl"": ""R"", ""bats"": ""R"", ""starting"": false}, {""bo"": false, ""pos"": ""P"", ""id"": ""542947"", ""first"": ""Richard"", ""last"": ""Bleier"", ""box_name"": ""Bleier"", ""rl"": ""L"", ""bats"": ""L"", ""starting"": false}]","[{""pos"": ""P"", ""id"": ""593679"", ""first"": ""Gabriel"", ""last"": ""Ynoa"", ""box_name"": ""Ynoa, G"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""12"", ""bf"": ""18""}, {""pos"": ""P"", ""id"": ""643316"", ""first"": ""Paul"", ""last"": ""Fry"", ""box_name"": ""Fry, P"", ""rl"": ""L"", ""bats"": ""L"", ""out"": ""3"", ""bf"": ""5""}, {""pos"": ""P"", ""id"": ""605156"", ""first"": ""Aaron"", ""last"": ""Brooks"", ""box_name"": ""Brooks"", ""rl"": ""R"", ""bats"": ""R"", ""out"": ""6"", ""bf"": ""6""}, {""pos"": ""P"", ""id"": ""542947"", ""first"": ""Richard"", ""last"": ""Bleier"", ""box_name"": ""Bleier"", ""rl"": ""L"", ""bats"": ""L"", ""out"": ""3"", ""bf"": ""3""}]"
