retro_game_id,year,month,day,st_fl,regseason_fl,playoff_fl,game_type,game_type_des,local_game_time,game_id,home_team_id,away_team_id,home_team_lg,away_team_lg,interleague_fl,park_id,park_name,inning_number,home_id,park_location,b,s,o,des,event,player_mlbid,player_first_name,player_last_name,player_box_name,pitch,event_num,home_team_runs,away_team_runs
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,1,0,"Flushing, NY",0,2,1,Ketel Marte steals (10) 2nd base.,Stolen Base 2B,606466,Ketel,Marte,"Marte, K",2,12,0,0
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,4,1,"Flushing, NY",0,0,1,Mound Visit.,Game Advisory,554430,Zack,Wheeler,Wheeler,1,45,3,1
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,7,0,"Flushing, NY",0,0,2,Offensive Substitution: Pinch-hitter Jake Lamb replaces Zac Gallen.,Offensive Substitution,571875,Jake,Lamb,Lamb,1,15,3,1
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,7,1,"Flushing, NY",0,0,0,"Pitching Change: Jimmie Sherfy replaces Zac Gallen, batting 9th.",Pitching Substitution,642073,Jimmie,Sherfy,Sherfy,1,23,3,1
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,7,1,"Flushing, NY",0,0,1,Offensive Substitution: Pinch-hitter Luis Guillorme replaces Zack Wheeler.,Offensive Substitution,641645,Luis,Guillorme,Guillorme,1,26,3,1
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,7,1,"Flushing, NY",0,0,2,Mound Visit.,Game Advisory,643446,Jeff,McNeil,McNeil,1,29,3,1
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,7,1,"Flushing, NY",0,0,2,"Pitching Change: T.  J. McFarland replaces Jimmie Sherfy, batting 9th, replacing pitcher Jimmie Sherfy.",Pitching Substitution,519008,T.J.,McFarland,McFarland,1,30,3,1
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,8,0,"Flushing, NY",0,0,0,"Pitching Change: Brad Brach replaces Zack Wheeler, batting 9th.",Pitching Substitution,542960,Brad,Brach,Brach,1,1,3,1
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,8,0,"Flushing, NY",0,2,1,Mound Visit.,Game Advisory,500871,Eduardo,Escobar,"Escobar, E",2,9,3,1
NYN201909100,2019,9,10,F,T,F,R,Regular Season,19:10,566058,nyn,ari,NL,NL,F,3289,Citi Field,8,0,"Flushing, NY",0,0,2,Mound Visit.,Game Advisory,668942,Josh,Rojas,Rojas,1,19,3,2
