retro_game_id,id,first,last,position,num,team_id,team_name
CHA201909070,110385,Brad,Ausmus,manager,12,LAA,Los Angeles Angels
CHA201909070,150331,Josh,Paul,bench_coach,88,LAA,Los Angeles Angels
CHA201909070,430598,Jeremy,Reed,hitting_coach,77,LAA,Los Angeles Angels
CHA201909070,122541,Paul,Sorrento,assistant_hitting_coach,55,LAA,Los Angeles Angels
CHA201909070,279564,Shawn,Wooten,assistant_hitting_coach,76,LAA,Los Angeles Angels
CHA201909070,534449,Doug,White,pitching_coach,74,LAA,Los Angeles Angels
CHA201909070,440351,Jesus,Feliciano,first_base_coach,62,LAA,Los Angeles Angels
CHA201909070,114545,Mike,Gallego,third_base_coach,86,LAA,Los Angeles Angels
CHA201909070,457732,Andrew,Bailey,bullpen_coach,68,LAA,Los Angeles Angels
CHA201909070,150040,Jose,Molina,catching_coach,82,LAA,Los Angeles Angels
CHA201909070,531341,Matt,Martin,coach,80,LAA,Los Angeles Angels
CHA201909070,121075,Rick,Renteria,manager,36,CWS,Chicago White Sox
CHA201909070,136607,Joe,McEwing,bench_coach,47,CWS,Chicago White Sox
CHA201909070,122771,Todd,Steverson,hitting_coach,31,CWS,Chicago White Sox
CHA201909070,533331,Greg,Sparks,assistant_hitting_coach,26,CWS,Chicago White Sox
CHA201909070,112653,Don,Cooper,pitching_coach,99,CWS,Chicago White Sox
CHA201909070,492931,Curt,Hasler,assistant_pitching_coach,29,CWS,Chicago White Sox
CHA201909070,111257,Daryl,Boston,first_base_coach,8,CWS,Chicago White Sox
CHA201909070,111973,Nick,Capra,third_base_coach,12,CWS,Chicago White Sox
CIN201909070,117950,Torey,Lovullo,manager,17,ARI,Arizona Diamondbacks
CIN201909070,119655,Jerry,Narron,bench_coach,12,ARI,Arizona Diamondbacks
CIN201909070,112491,Darnell,Coles,hitting_coach,11,ARI,Arizona Diamondbacks
CIN201909070,400134,Eric,Hinske,assistant_hitting_coach,77,ARI,Arizona Diamondbacks
CIN201909070,111807,Mike,Butcher,pitching_coach,23,ARI,Arizona Diamondbacks
CIN201909070,118763,Dave,McKay,first_base_coach,39,ARI,Arizona Diamondbacks
CIN201909070,120418,Tony,Perezchica,third_base_coach,3,ARI,Arizona Diamondbacks
CIN201909070,114097,Mike,Fetters,bullpen_coach,43,ARI,Arizona Diamondbacks
CIN201909070,425631,Robby,Hammock,quality_control/catching_coach,7,ARI,Arizona Diamondbacks
CIN201909070,468222,Luis,Urueta,coach,60,ARI,Arizona Diamondbacks
CIN201909070,576788,Dan,Butler,bullpen_catcher,Unknown,ARI,Arizona Diamondbacks
CIN201909070,279827,Humberto,Quintero,bullpen_catcher,84,ARI,Arizona Diamondbacks
CIN201909070,453268,Daniel,Bard,special_assistant,Unknown,ARI,Arizona Diamondbacks
CIN201909070,678771,Shawn,Marette,senior_baseball_advisor,Unknown,ARI,Arizona Diamondbacks
CIN201909070,444041,Gil,Velazquez,infield_coordinator,Unknown,ARI,Arizona Diamondbacks
CIN201909070,110816,David,Bell,manager,25,CIN,Cincinnati Reds
CIN201909070,110848,Freddie,Benavides,bench_coach,45,CIN,Cincinnati Reds
CIN201909070,123930,Turner,Ward,hitting_coach,31,CIN,Cincinnati Reds
CIN201909070,452778,Donnie,Ecker,assistant_hitting_coach,64,CIN,Cincinnati Reds
CIN201909070,627038,Derek,Johnson,pitching_coach,36,CIN,Cincinnati Reds
CIN201909070,571584,Caleb,Cotham,assistant_pitching_coach,65,CIN,Cincinnati Reds
CIN201909070,113291,Delino,DeShields,first_base_coach,90,CIN,Cincinnati Reds
CIN201909070,407399,J.R.,House,third_base_coach,56,CIN,Cincinnati Reds
CIN201909070,429402,Jeff,Pickler,coach,61,CIN,Cincinnati Reds
CIN201909070,123502,Lee,Tunnell,bullpen_coach,60,CIN,Cincinnati Reds
CIN201909070,656574,Nate,Irving,bullpen_catcher,92,CIN,Cincinnati Reds
CIN201909070,684408,Cristian,Perez,assistant_coach,89,CIN,Cincinnati Reds
CIN201909070,464708,Rolando,Valles,assistant_coach,88,CIN,Cincinnati Reds
MIL201909070,427309,Joe,Maddon,manager,70,CHC,Chicago Cubs
MIL201909070,117928,Mark,Loretta,bench_coach,19,CHC,Chicago Cubs
