retro_game_id,year,month,day,st_fl,regseason_fl,playoff_fl,game_type,game_type_des,local_game_time,game_id,home_team_id,away_team_id,home_team_lg,away_team_lg,interleague_fl,park_id,park_name,park_location,inning_number,bat_home_id,outs_ct,pit_mlbid,pit_first_name,pit_last_name,pit_box_name,pit_hand_cd,bat_mlbid,bat_first_name,bat_last_name,bat_box_name,bat_hand_cd,ab_number,start_bases,end_bases,event_outs_ct,pa_ball_ct,pa_strike_ct,pitch_seq,pa_terminal_fl,pa_event_cd,pitch_res,pitch_des,pitch_id,x,y,start_speed,end_speed,sz_top,sz_bot,pfx_x,pfx_z,px,pz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,break_y,break_angle,break_length,pitch_type,pitch_type_seq,type_confidence,zone,spin_dir,spin_rate,sv_id,event_num
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,0,2,641302,Tyler,Alexander,Alexander,L,623993,Anthony,Santander,Santander,R,3,___,___,3,2,3,BBSSSX,T,2,X,"In play, out(s)",16,120.95,147.38,91.2,82.9,3.26,1.58,7.45,9.83,-0.1,3.39,2.29,50.0,5.61,-8.76,-132.3,-2.97,13.17,28.99,-14.81,24.0,36.0,4.8,FF,FT|FT|FT|FT|CU|FF,,,,,190916_201400,16
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,1,0,607644,John,Means,Means,L,622682,Victor,Reyes,"Reyes, V",R,4,___,__3,0,0,0,B,F,22,B,Ball,18,69.0,164.74,90.8,83.1,3.54,1.54,3.29,12.0,1.26,2.74,1.01,50.0,6.44,-0.48,-131.98,-7.54,5.81,27.79,-10.98,24.0,24.0,3.6,FF,FF,,,,,190916_201619,18
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,1,0,607644,John,Means,Means,L,622682,Victor,Reyes,"Reyes, V",R,4,___,__3,0,1,0,BS,F,22,S,Foul,18,133.93,166.11,91.2,83.2,3.66,1.77,4.26,12.26,-0.44,2.69,0.83,50.0,6.39,-4.78,-132.4,-7.65,7.55,28.75,-10.45,24.0,28.8,3.6,FF,FF|FF,,,,,190916_201635,18
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,1,0,607644,John,Means,Means,L,622682,Victor,Reyes,"Reyes, V",R,4,___,__3,0,1,1,BSX,T,22,X,"In play, no out",18,145.22,186.82,92.0,83.7,3.66,1.77,3.49,12.82,-0.74,1.92,0.73,50.0,6.26,-5.07,-133.37,-9.66,6.27,29.72,-9.17,24.0,25.2,2.4,FF,FF|FF|FF,,,,,190916_201655,18
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,1,0,607644,John,Means,Means,L,474568,Jordy,Mercer,Mercer,R,5,__3,___,0,0,0,X,T,23,X,"In play, run(s)",20,114.56,160.14,92.0,84.1,3.34,1.63,2.85,12.53,0.06,2.91,0.72,50.0,6.48,-2.71,-133.7,-7.62,5.16,28.7,-9.48,24.0,22.8,2.4,FF,FF,,,,,190916_201748,20
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,1,0,607644,John,Means,Means,L,408234,Miguel,Cabrera,Cabrera,R,6,___,___,1,0,0,X,T,2,X,"In play, out(s)",23,132.77,178.56,92.1,85.2,3.51,1.74,3.24,11.61,-0.41,2.23,0.7,50.0,6.31,-4.08,-133.86,-8.81,5.95,25.48,-10.84,24.0,22.8,2.4,FF,FF,,,,,190916_201834,23
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,1,1,607644,John,Means,Means,L,600869,Jeimer,Candelario,Candelario,R,7,___,___,2,0,0,S,F,2,S,Called Strike,25,113.06,193.01,82.6,75.7,3.65,1.79,5.24,12.0,0.1,1.69,0.83,50.0,6.39,-3.33,-119.94,-8.0,7.63,23.24,-14.69,24.0,24.0,4.8,CH,CH,,,,,190916_201912,25
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,1,1,607644,John,Means,Means,L,600869,Jeimer,Candelario,Candelario,R,7,___,___,2,0,1,SX,T,2,X,"In play, out(s)",25,84.15,176.38,83.2,75.9,3.36,1.61,7.78,12.1,0.86,2.31,0.91,50.0,6.41,-2.53,-120.77,-6.75,11.45,24.24,-14.36,24.0,34.8,4.8,CH,CH|CH,,,,,190916_201937,25
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,1,2,607644,John,Means,Means,L,641525,Brandon,Dixon,Dixon,R,8,___,___,3,0,0,B,F,2,B,Ball,27,60.36,181.29,93.5,85.2,3.61,1.67,4.05,13.35,1.49,2.13,0.92,50.0,6.31,0.1,-135.64,-9.81,7.53,30.26,-7.36,24.0,38.4,2.4,FF,FF,,,,,190916_201959,27
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",1,1,2,607644,John,Means,Means,L,641525,Brandon,Dixon,Dixon,R,8,___,___,3,1,0,BX,T,2,X,"In play, out(s)",27,88.87,155.65,81.3,74.2,3.36,1.61,6.58,11.08,0.74,3.08,0.87,50.0,6.53,-2.29,-118.19,-4.48,9.28,23.25,-16.56,24.0,26.4,6.0,CH,FF|CH,,,,,190916_202014,27
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,0,641302,Tyler,Alexander,Alexander,L,600524,Renato,Nunez,"Núñez, R",R,9,___,___,1,0,0,S,F,2,S,Called Strike,2,113.04,178.89,90.5,83.4,3.54,1.66,8.32,8.75,0.1,2.22,2.31,50.0,5.56,-8.58,-131.44,-5.5,14.69,25.31,-16.72,24.0,36.0,4.8,FF,FF,,,,,190916_202234,2
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,0,641302,Tyler,Alexander,Alexander,L,600524,Renato,Nunez,"Núñez, R",R,9,___,___,1,0,1,SS,F,2,S,Foul,3,110.29,193.09,83.5,77.4,3.4,1.62,7.77,5.81,0.18,1.69,2.3,50.0,5.58,-7.54,-121.3,-4.49,11.73,20.8,-23.4,24.0,24.0,7.2,CH,FF|CH,,,,,190916_202252,3
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,0,641302,Tyler,Alexander,Alexander,L,600524,Renato,Nunez,"Núñez, R",R,9,___,___,1,0,2,SSB,F,2,B,Ball,4,103.67,203.29,92.0,85.1,3.51,1.68,9.36,5.22,0.35,1.29,2.52,50.0,5.37,-8.97,-133.61,-6.53,17.11,25.77,-22.64,24.0,32.4,6.0,FT,FF|CH|FT,,,,,190916_202323,4
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,0,641302,Tyler,Alexander,Alexander,L,600524,Renato,Nunez,"Núñez, R",R,9,___,___,1,1,2,SSBX,T,2,X,"In play, out(s)",5,69.61,165.08,91.9,84.8,3.36,1.65,7.75,6.29,1.24,2.73,2.34,50.0,5.57,-5.59,-133.7,-3.64,14.17,25.94,-20.67,24.0,31.2,6.0,FT,FF|CH|FT|FT,,,,,190916_202343,5
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,1,641302,Tyler,Alexander,Alexander,L,542340,Jonathan,Villar,Villar,R,10,___,___,2,0,0,B,F,2,B,Ball,8,60.74,161.35,91.3,84.2,3.52,1.63,8.39,7.12,1.48,2.87,2.35,50.0,5.65,-5.17,-132.85,-3.66,15.13,26.01,-19.33,24.0,34.8,6.0,FT,FT,,,,,190916_202415,8
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,1,641302,Tyler,Alexander,Alexander,L,542340,Jonathan,Villar,Villar,R,10,___,___,2,1,0,BS,F,2,S,Foul,9,90.58,169.6,84.0,77.7,3.36,1.65,8.37,3.97,0.69,2.56,2.22,50.0,5.7,-6.35,-122.26,-2.23,12.79,21.99,-26.11,24.0,24.0,7.2,CH,FT|CH,,,,,190916_202431,9
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,1,641302,Tyler,Alexander,Alexander,L,542340,Jonathan,Villar,Villar,R,10,___,___,2,1,1,BSB,F,2,B,Ball,10,105.79,125.96,90.8,83.5,3.4,1.65,5.75,7.57,0.29,4.18,2.26,50.0,5.75,-7.1,-132.04,-0.54,10.24,25.79,-18.69,24.0,25.2,4.8,FF,FT|CH|FF,,,,,190916_202450,10
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,1,641302,Tyler,Alexander,Alexander,L,542340,Jonathan,Villar,Villar,R,10,___,___,2,2,1,BSBB,F,2,B,Ball,11,64.76,178.12,90.6,83.4,3.56,1.61,8.16,7.23,1.37,2.24,2.44,50.0,5.5,-5.56,-131.79,-4.78,14.45,26.23,-19.37,24.0,33.6,6.0,FT,FT|CH|FF|FT,,,,,190916_202504,11
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,1,641302,Tyler,Alexander,Alexander,L,542340,Jonathan,Villar,Villar,R,10,___,___,2,3,1,BSBBX,T,2,X,"In play, out(s)",12,77.57,185.87,91.5,84.0,3.19,1.53,8.99,7.15,1.03,1.96,2.39,50.0,5.49,-6.63,-132.98,-5.61,16.16,27.57,-19.32,24.0,36.0,6.0,FT,FT|CH|FF|FT|FT,,,,,190916_202524,12
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,2,641302,Tyler,Alexander,Alexander,L,669720,Austin,Hays,Hays,R,11,___,___,3,0,0,S,F,3,S,Called Strike,15,109.13,192.91,91.5,83.6,3.28,1.58,9.5,9.9,0.21,1.7,2.27,50.0,5.57,-8.63,-132.73,-7.36,16.93,28.51,-14.52,24.0,43.2,4.8,FF,FF,,,,,190916_202556,15
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,2,641302,Tyler,Alexander,Alexander,L,669720,Austin,Hays,Hays,R,11,___,___,3,0,1,SS,F,3,S,Called Strike,16,137.56,196.7,91.2,83.6,3.28,1.55,7.96,10.31,-0.54,1.56,2.28,50.0,5.41,-10.07,-132.27,-7.43,14.14,27.4,-13.86,24.0,38.4,4.8,FF,FF|FF,,,,,190916_202611,16
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,2,641302,Tyler,Alexander,Alexander,L,669720,Austin,Hays,Hays,R,11,___,___,3,0,2,SSB,F,3,B,Ball,17,213.34,225.25,84.8,78.7,3.25,1.55,-0.65,1.15,-2.53,0.5,2.04,50.0,5.52,-10.91,-122.94,-5.98,-1.0,23.24,-30.41,24.0,4.8,8.4,SL,FF|FF|SL,,,,,190916_202628,17
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,0,2,641302,Tyler,Alexander,Alexander,L,669720,Austin,Hays,Hays,R,11,___,___,3,1,2,SSBS,T,3,S,Swinging Strike,18,43.14,169.58,84.7,78.1,3.35,1.56,7.12,6.93,1.94,2.56,2.38,50.0,5.71,-3.34,-123.31,-3.29,11.03,22.92,-21.42,24.0,25.2,6.0,CH,FF|FF|SL|CH,,,,,190916_202653,18
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,0,607644,John,Means,Means,L,608475,Dawel,Lugo,"Lugo, D",R,12,___,___,1,0,0,S,F,3,S,Called Strike,20,124.29,181.75,80.6,73.5,3.37,1.53,8.17,11.49,-0.19,2.11,1.02,50.0,6.34,-5.24,-116.89,-6.19,11.24,22.98,-16.36,24.0,30.0,6.0,CH,CH,,,,,190916_202900,20
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,0,607644,John,Means,Means,L,608475,Dawel,Lugo,"Lugo, D",R,12,___,___,1,0,1,SB,F,3,B,Ball,20,161.69,144.37,90.5,82.3,3.43,1.56,4.67,12.41,-1.17,3.5,0.76,50.0,6.52,-6.57,-131.33,-5.78,8.12,28.84,-10.59,24.0,30.0,3.6,FF,CH|FF,,,,,190916_202911,20
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,0,607644,John,Means,Means,L,608475,Dawel,Lugo,"Lugo, D",R,12,___,___,1,1,1,SBB,F,3,B,Ball,20,116.61,222.18,79.0,72.3,3.4,1.53,8.32,12.38,0.01,0.62,0.86,50.0,6.23,-4.36,-114.41,-9.15,11.0,21.74,-15.82,24.0,30.0,6.0,CH,CH|FF|CH,,,,,190916_202925,20
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,0,607644,John,Means,Means,L,608475,Dawel,Lugo,"Lugo, D",R,12,___,___,1,2,1,SBBS,F,3,S,Called Strike,20,133.74,178.07,80.5,73.5,3.35,1.48,7.35,11.27,-0.44,2.24,0.97,50.0,6.44,-5.44,-116.74,-6.04,10.11,22.52,-16.67,24.0,27.6,6.0,CH,CH|FF|CH|CH,,,,,190916_202943,20
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,0,607644,John,Means,Means,L,608475,Dawel,Lugo,"Lugo, D",R,12,___,___,1,2,2,SBBSS,T,3,S,Foul,20,107.4,142.02,91.3,83.5,3.35,1.56,2.66,11.13,0.25,3.59,0.91,50.0,6.41,-2.62,-132.82,-5.07,4.76,28.07,-12.26,24.0,18.0,3.6,FF,CH|FF|CH|CH|FF,,,,,190916_203004,20
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,0,607644,John,Means,Means,L,608475,Dawel,Lugo,"Lugo, D",R,12,___,___,1,2,3,SBBSSS,F,3,S,Foul,20,110.83,177.07,80.9,74.5,3.35,1.56,6.94,11.13,0.16,2.28,0.8,50.0,6.34,-3.59,-117.57,-5.89,9.77,21.05,-16.5,24.0,27.6,6.0,CH,CH|FF|CH|CH|FF|CH,,,,,190916_203018,20
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,0,607644,John,Means,Means,L,608475,Dawel,Lugo,"Lugo, D",R,12,___,___,1,2,3,SBBSSSS,F,3,S,Swinging Strike (Blocked),20,119.5,233.47,80.1,74.7,3.35,1.56,-0.71,-1.93,-0.07,0.2,0.94,50.0,6.31,-2.1,-116.4,-6.5,-0.98,20.9,-34.84,24.0,2.4,10.8,CU,CH|FF|CH|CH|FF|CH|CU,,,,,190916_203037,20
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,1,607644,John,Means,Means,L,641513,Travis,Demeritte,Demeritte,R,13,___,___,2,0,0,S,F,2,S,Swinging Strike,22,83.69,170.57,92.4,83.8,3.51,1.6,4.01,13.45,0.87,2.53,0.77,50.0,6.32,-1.08,-134.08,-8.52,7.25,30.87,-7.85,24.0,36.0,2.4,FF,FF,,,,,190916_203112,22
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,1,607644,John,Means,Means,L,641513,Travis,Demeritte,Demeritte,R,13,___,___,2,0,1,SB,F,2,B,Ball,22,191.51,177.93,92.3,83.8,3.52,1.71,3.31,13.0,-1.96,2.25,0.45,50.0,6.34,-7.46,-133.71,-9.09,5.96,30.55,-8.79,24.0,21.6,2.4,FF,FF|FF,,,,,190916_203127,22
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,1,607644,John,Means,Means,L,641513,Travis,Demeritte,Demeritte,R,13,___,___,2,1,1,SBX,T,2,X,"In play, out(s)",22,81.15,181.0,81.1,74.0,3.26,1.5,6.99,12.04,0.94,2.14,0.84,50.0,6.42,-1.87,-117.7,-6.62,9.77,23.17,-15.36,24.0,30.0,6.0,CH,FF|FF|CH,,,,,190916_203150,22
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,2,607644,John,Means,Means,L,668670,Jake,Rogers,Rogers,R,14,___,___,3,0,0,S,F,3,S,Called Strike,24,120.62,182.41,80.9,74.0,3.42,1.51,8.46,11.47,-0.11,2.09,0.81,50.0,6.4,-4.67,-117.35,-6.48,11.79,22.22,-16.19,24.0,32.4,6.0,CH,CH,,,,,190916_203217,24
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,2,607644,John,Means,Means,L,668670,Jake,Rogers,Rogers,R,14,___,___,3,0,1,SB,F,3,B,Ball,24,140.65,123.94,91.8,83.9,3.28,1.52,3.0,11.97,-0.62,4.25,0.57,50.0,6.55,-4.18,-133.52,-4.06,5.42,28.4,-10.53,24.0,21.6,2.4,FF,CH|FF,,,,,190916_203228,24
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,2,607644,John,Means,Means,L,668670,Jake,Rogers,Rogers,R,14,___,___,3,1,1,SBS,F,3,S,Called Strike,24,93.91,188.66,79.2,73.7,3.32,1.54,-4.57,-2.72,0.61,1.85,1.01,50.0,6.43,0.44,-115.33,-2.6,-6.19,20.21,-35.86,24.0,9.6,10.8,CU,CH|FF|CU,,,,,190916_203240,24
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,2,607644,John,Means,Means,L,668670,Jake,Rogers,Rogers,R,14,___,___,3,1,2,SBSB,F,3,B,Ball,24,162.4,292.3,79.7,74.8,3.31,1.52,-5.12,-3.49,-1.19,-1.99,0.65,50.0,6.05,-2.69,-115.64,-10.29,-6.95,21.18,-36.91,24.0,10.8,12.0,CU,CH|FF|CU|CU,,,,,190916_203253,24
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",2,1,2,607644,John,Means,Means,L,668670,Jake,Rogers,Rogers,R,14,___,___,3,2,2,SBSBS,T,3,S,Swinging Strike,24,88.15,184.81,81.9,75.3,3.26,1.5,5.63,11.33,0.76,1.98,0.85,50.0,6.25,-1.93,-119.07,-6.67,8.11,22.4,-15.88,24.0,24.0,4.8,CH,CH|FF|CU|CU|CH,,,,,190916_203309,24
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",3,0,0,641302,Tyler,Alexander,Alexander,L,600474,Pedro,Severino,"Severino, P",R,15,___,___,1,0,0,X,T,2,X,"In play, out(s)",2,90.57,187.68,89.4,83.0,3.31,1.54,8.14,6.07,0.69,1.89,2.4,50.0,5.59,-7.14,-129.92,-5.35,14.14,23.01,-21.63,24.0,30.0,6.0,FT,FT,,,,,190916_203537,2
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",3,0,1,641302,Tyler,Alexander,Alexander,L,592859,Stevie,Wilkerson,"Wilkerson, S",R,16,___,___,2,0,0,S,F,2,S,Called Strike,5,116.69,152.79,90.2,82.7,3.06,1.57,7.84,9.53,0.01,3.19,2.27,50.0,5.74,-8.51,-131.09,-3.63,13.7,26.42,-15.5,24.0,36.0,4.8,FF,FF,,,,,190916_203607,5
DET201909160,2019,9,16,F,T,F,R,Regular Season,16:10,565584,det,bal,AL,AL,F,2394,Comerica Park,"Detroit, MI",3,0,1,641302,Tyler,Alexander,Alexander,L,592859,Stevie,Wilkerson,"Wilkerson, S",R,16,___,___,2,0,1,SB,F,2,B,Ball,6,83.64,216.79,90.8,83.3,3.15,1.59,9.86,9.11,0.88,0.81,2.32,50.0,5.36,-7.1,-131.69,-8.73,17.35,27.34,-16.14,24.0,42.0,6.0,FT,FF|FT,,,,,190916_203621,6
